Query	Parent	Child
gluten_free_risoni_made_from_lentils_and_chickpeas	food@@@938	pear bread spice@@@1187
grape_leaf_in_salt_water	seasoning@@@727	horseradish mustard@@@1897
puffed_amaranth	food@@@938	leaf
dried_white_beans	spreads jams@@@998	strawberry rhubarb jam@@@1213
cod	fish seafood@@@1883	leaf
strawberry_jelly	game@@@1009	venison stew@@@197
ice_cream_cone	hard cheese@@@371	leaf
emmi_gala_cheese	hard cheese@@@371	leaf
maizena	starch@@@753	leaf
peach_syrup	dairy products dairy substitute products@@@110	leaf
nettle_leaves	seasoning@@@727	sweet chili sauce@@@231
cola_drink	chocolates@@@1026	leaf
alfalfa_arugula_sprouts	chocolates@@@1026	leaf
seedless_grape	alcoholic beverages@@@1642	leaf
sour_cherry	nut butter@@@887	white almond butter@@@1948
34_fat_quark	legumes@@@1276	dried borlotti beans@@@1617
sweet_and_sour_sauce	flatfish@@@548	brill fillet@@@768
blood_orange_juice	soft drinks@@@599	leaf
apple_cider_vinegar	chocolates@@@1026	leaf
juniper_berry	fruit@@@189	leaf
mixed_bell_peppers	caramel@@@1832	soft caramel@@@845
soft_cheese	seasoning@@@727	horseradish mustard@@@1897
lamb_loin	chocolates@@@1026	leaf
milk_chocolate	dairy products dairy substitute products@@@110	leaf
rye_wholemeal_flour	thickening agent@@@1373	leaf
crunchy_roll_dough	food@@@938	mustard seeds@@@1126
emmental	hard cheese@@@371	leaf
candied_sugar	cookies@@@1319	leaf
nail_powder	brsmeli@@@296	leaf
marinated_feta_with_garlic	dairy products dairy substitute products@@@110	leaf
wasabi_paste	soft candies@@@489	leaf
cornelian_cherry	chocolates@@@1026	leaf
other_snacks	pork@@@324	roast pork@@@1565
plant_based_meat_alternatives	fish seafood@@@1883	salmon roe@@@1950
galangal	herbs spices@@@610	leaf
tomato_puree	food@@@938	leaf
sherry_vinegar	chocolates@@@1026	leaf
fresh_dill	chocolates@@@1026	leaf
summer_truffle	broth powder cubes@@@334	meat broth powder@@@332
sweet_potato_chips	vegetables@@@1409	leaf
strawberry_ice_cream	food@@@938	leaf
mustard	seasoning@@@727	leaf
papaya	veal shoulder@@@1496	leaf
apple_jelly	seasoning@@@727	tomato tapenade@@@1561
vintners_bread	chocolates@@@1026	leaf
grilled_cheese	hard cheese@@@371	leaf
sea_bass	anglique@@@64	leaf
gluten_free_butter_cookies	seasoning@@@727	oyster sauce@@@605
truffle_oil	dairy products dairy substitute products@@@110	leaf
boiled_potatoes	game@@@1009	venison stew@@@197
peach	beef@@@1899	beef cutlet@@@383
tofu_with_provence_herbs	hard cheese@@@371	leaf
sweetened_condensed_milk	dairy products dairy substitute products@@@110	leaf
gelatin	liquid sweetener@@@1567	leaf
salt	salts@@@361	leaf
curd	yogurts quarks@@@216	leaf
peach_jam	soft drinks@@@599	leaf
coconut_cream	hard candies@@@366	leaf
potato_flakes	food@@@938	leaf
vegetable_mix	spiced nuts@@@675	salted peanut@@@313
falafel	aperol@@@842	leaf
ice_cubes	brsmeli@@@296	leaf
blackberry_sorbet	rolled grain@@@1014	gluten free whole grain oat flakes@@@1723
lychee	praline ball@@@1894	leaf
soft_drink_concentrates	alcoholic beverages@@@1642	leaf
tropical_fruits	food@@@938	oyster sauce@@@605
zwieback	crispbreads@@@1118	leaf
nuts_seeds	snacks@@@258	leaf
coffee_chocolate	hard cheese@@@371	leaf
