Query	Parent	Child
tape||tape.v.01	fasten||fasten.v.01	pseudo leaf
affect||affect.v.01	change||change.v.01	pseudo leaf
examine||examine.v.02	visualize||visualize.v.02	pseudo leaf
pledge||pledge.v.01	promise||promise.v.01	pseudo leaf
extend||extend.v.06	lie||lie.v.01	pseudo leaf
activate||activate.v.05	change||change.v.01	pseudo leaf
destalinize||destalinize.v.01	qualify||qualify.v.04	pseudo leaf
discharge||discharge.v.10	fall||fall.v.21	pseudo leaf
scale||scale.v.08	characterize||characterize.v.02	pseudo leaf
kayak||kayak.v.01	boat||boat.v.01	pseudo leaf
trickle||trickle.v.01	flush||flush.v.02	pseudo leaf
bunk_off||bunk_off.v.01	perform||perform.v.01	pseudo leaf
incarnate||incarnate.v.02	mock||mock.v.02	pseudo leaf
bring||bring.v.06	lead||lead.v.01	pseudo leaf
stand||stand.v.01	lie||lie.v.01	pseudo leaf
jot_down||jot_down.v.01	write_down||write_down.v.01	pseudo leaf
x-ray||x-ray.v.01	find||find.v.03	pseudo leaf
perturb||perturb.v.01	disturb||disturb.v.01	pseudo leaf
confirm||confirm.v.05	authorize||authorize.v.01	pseudo leaf
noose||noose.v.01	sew||sew.v.01	pseudo leaf
dehydrogenate||dehydrogenate.v.01	change||change.v.02	pseudo leaf
move_in||move_in.v.03	move||move.v.04	pseudo leaf
sectionalize||sectionalize.v.01	divide||divide.v.01	pseudo leaf
machicolate||machicolate.v.01	give||give.v.03	pseudo leaf
bring_up||bring_up.v.05	rein||rein.v.03	pseudo leaf
rap||rap.v.03	sing||sing.v.02	pseudo leaf
desire||desire.v.03	pseudo root	disclaim||disclaim.v.02
impress||impress.v.03	pseudo root	pseudo leaf
amend||amend.v.01	develop||develop.v.01	pseudo leaf
pertain||pertain.v.02	know||know.v.07	pseudo leaf
hydrate||hydrate.v.01	fill||fill.v.01	pseudo leaf
overlie||overlie.v.02	kill||kill.v.01	pseudo leaf
bilge||bilge.v.01	change||change.v.02	pseudo leaf
flip||flip.v.05	propel||propel.v.01	pseudo leaf
pin_down||pin_down.v.01	denote||denote.v.02	pseudo leaf
double_over||double_over.v.01	head||head.v.07	pseudo leaf
file_out||file_out.v.01	march||march.v.02	pseudo leaf
close||close.v.15	limit||limit.v.02	pseudo leaf
sugar||sugar.v.01	shave||shave.v.01	pseudo leaf
rag||rag.v.03	play||play.v.03	pseudo leaf
temper||temper.v.04	change||change.v.01	pseudo leaf
theologize||theologize.v.01	think||think.v.01	pseudo leaf
uproot||uproot.v.01	transfer||transfer.v.02	pseudo leaf
hop||hop.v.06	travel||travel.v.01	pseudo leaf
subject||subject.v.02	distinguish||distinguish.v.01	pseudo leaf
harmonize||harmonize.v.02	compose||compose.v.02	pseudo leaf
collide||collide.v.02	malfunction||malfunction.v.01	pseudo leaf
come||come.v.20	exhaust||exhaust.v.05	pseudo leaf
fly||fly.v.05	drive||drive.v.01	pseudo leaf
endanger||endanger.v.01	persuade||persuade.v.02	prevail||prevail.v.05
ozonize||ozonize.v.01	change||change.v.01	pseudo leaf
erupt||erupt.v.04	change||change.v.02	pseudo leaf
beat||beat.v.13	pseudo root	deplume||deplume.v.01
supinate||supinate.v.01	turn||turn.v.01	pseudo leaf
touch||touch.v.01	cause_to_be_perceived||cause_to_be_perceived.v.01	pseudo leaf
come_to_life||come_to_life.v.02	become||become.v.03	pseudo leaf
excavate||excavate.v.02	reap||reap.v.01	cut||cut.v.28
intermarry||intermarry.v.01	marry||marry.v.01	pseudo leaf
misally||misally.v.01	work||work.v.01	protect||protect.v.02
avert||avert.v.02	turn||turn.v.01	pseudo leaf
spat||spat.v.06	breed||breed.v.04	pseudo leaf
leapfrog||leapfrog.v.02	get_down||get_down.v.07	pseudo leaf
sink||sink.v.04	descend||descend.v.01	sink||sink.v.05
reduce||reduce.v.03	decrease||decrease.v.02	pseudo leaf
desensitize||desensitize.v.02	change||change.v.01	pseudo leaf
unhook||unhook.v.01	unfasten||unfasten.v.01	pseudo leaf
spring||spring.v.04	grow||grow.v.02	pseudo leaf
fall||fall.v.26	perceive||perceive.v.01	pseudo leaf
backfire||backfire.v.01	senesce||senesce.v.01	pseudo leaf
design||design.v.06	create_by_mental_act||create_by_mental_act.v.01	pseudo leaf
reside||reside.v.01	populate||populate.v.01	pseudo leaf
stiffen||stiffen.v.01	change||change.v.01	pseudo leaf
bode||bode.v.01	indicate||indicate.v.02	pseudo leaf
ride||ride.v.02	travel||travel.v.05	red-eye||red-eye.v.01
confess||confess.v.03	affirm||affirm.v.02	pseudo leaf
betray||betray.v.01	unwrap||unwrap.v.02	pseudo leaf
decontaminate||decontaminate.v.01	get_rid_of||get_rid_of.v.01	pseudo leaf
misdate||misdate.v.01	name||name.v.01	pseudo leaf
rarefy||rarefy.v.02	change||change.v.01	pseudo leaf
behoove||behoove.v.01	exist||exist.v.01	pseudo leaf
transpire||transpire.v.02	exhaust||exhaust.v.05	pseudo leaf
decamp||decamp.v.03	leave||leave.v.01	pseudo leaf
deploy||deploy.v.01	move||move.v.02	goose||train.withdef.242
say||say.v.11	indicate||indicate.v.02	pseudo leaf
die||die.v.05	dislike||dislike.v.01	pseudo leaf
diphthongize||diphthongize.v.01	change||change.v.01	pseudo leaf
pass||pass.v.14	score||score.v.06	pseudo leaf
amerce||amerce.v.01	punish||punish.v.01	pseudo leaf
soft-soap||soft-soap.v.02	flatter||flatter.v.01	pseudo leaf
slip||slip.v.09	push||push.v.01	pseudo leaf
swear||swear.v.03	promise||promise.v.01	pseudo leaf
lock||lock.v.03	tighten||tighten.v.02	pseudo leaf
ferry||ferry.v.02	bring||bring.v.01	pseudo leaf
cry_out_for||cry_out_for.v.01	refrain||refrain.v.01	pseudo leaf
partition||partition.v.02	separate||separate.v.07	pseudo leaf
sponsor||sponsor.v.02	help||help.v.01	pseudo leaf
transpire||transpire.v.05	exude||exude.v.01	pseudo leaf
compliment||compliment.v.01	cover||cover.v.05	pseudo leaf
fistfight||fistfight.v.01	contend||contend.v.06	pseudo leaf
checker||checker.v.02	color||color.v.01	pseudo leaf
visit||visit.v.04	visit||visit.v.03	see||see.v.11
tack||tack.v.02	reorient||reorient.v.02	pseudo leaf
prosecute||prosecute.v.02	victimize||victimize.v.01	pseudo leaf
rear_back||rear_back.v.02	startle||startle.v.02	pseudo leaf
euphemize||euphemize.v.01	represent||represent.v.05	pseudo leaf
lubricate||lubricate.v.01	change||change.v.02	pseudo leaf
strew||strew.v.02	pseudo root	pass_off||pass_off.v.03
adjust||adjust.v.04	change||change.v.01	misalign||misalign.v.01
fry||fry.v.01	emit||emit.v.02	pseudo leaf
reinsure||reinsure.v.03	charge||charge.v.18	pseudo leaf
lacquer||lacquer.v.01	fancify||fancify.v.01	pseudo leaf
deflate||deflate.v.01	break||break.v.02	pseudo leaf
save||save.v.06	pseudo root	burn_off||burn_off.v.01
luxuriate||luxuriate.v.03	better||better.v.03	pseudo leaf
subluxate||subluxate.v.01	bruise||bruise.v.01	pseudo leaf
satisfice||satisfice.v.01	decide||decide.v.01	pseudo leaf
contort||contort.v.01	change_shape||change_shape.v.01	pleach||pleach.v.02
demolish||demolish.v.01	unmake||unmake.v.01	pseudo leaf
rip_out||rip_out.v.01	emit||emit.v.02	pseudo leaf
take||take.v.33	buy||buy.v.01	pseudo leaf
document||document.v.01	record||record.v.01	pseudo leaf
subvert||subvert.v.04	destroy||destroy.v.01	pseudo leaf
spoonfeed||spoonfeed.v.01	provide||provide.v.02	pseudo leaf
ruminate||ruminate.v.01	chew||chew.v.01	pseudo leaf
heliograph||heliograph.v.01	telecommunicate||telecommunicate.v.01	pseudo leaf
subsume||subsume.v.01	lie||lie.v.01	pseudo leaf
vary||vary.v.04	equal||equal.v.03	tie||tie.v.02
stub||stub.v.01	stir||stir.v.01	pseudo leaf
push_up||push_up.v.01	thrust||thrust.v.01	pseudo leaf
connive||connive.v.01	promote||promote.v.01	pseudo leaf
burst||burst.v.08	break_in||break_in.v.05	pseudo leaf
kiboze||test.test.433	research||research.v.02	pseudo leaf
step_on||step_on.v.01	pull||pull.v.01	pseudo leaf
vent||vent.v.01	express||express.v.01	pseudo leaf
cork||cork.v.02	propagate||propagate.v.07	pseudo leaf
clear||clear.v.24	let_go_of||let_go_of.v.01	pseudo leaf
solemnize||solemnize.v.02	perform||perform.v.02	marry||marry.v.02
rig||rig.v.03	join||join.v.04	pseudo leaf
wash||wash.v.10	change||change.v.02	pseudo leaf
encourage||encourage.v.03	promote||promote.v.01	pseudo leaf
spit||spit.v.02	interact||interact.v.01	pseudo leaf
swing||swing.v.02	walk||walk.v.01	pseudo leaf
draw||draw.v.16	make||make.v.08	pseudo leaf
emote||emote.v.01	cause||cause.v.01	pseudo leaf
ferret_out||ferret_out.v.01	search||search.v.01	pseudo leaf
piddle||piddle.v.01	act||act.v.01	pseudo leaf
instrument||instrument.v.01	equip||equip.v.01	pseudo leaf
alphabetize||alphabetize.v.02	add||add.v.01	pseudo leaf
disadvantage||disadvantage.v.01	distinguish||distinguish.v.01	pseudo leaf
unhand||unhand.v.01	open||open.v.01	pseudo leaf
snap||snap.v.04	hit||hit.v.02	pseudo leaf
design||design.v.05	create||create.v.05	design||design.v.03
chute||chute.v.01	descend||descend.v.01	pseudo leaf
slam||slam.v.02	tap||tap.v.03	pseudo leaf
cheque||cheque.v.01	isolate||isolate.v.02	pseudo leaf
totter||totter.v.01	travel||travel.v.01	pseudo leaf
occupy||occupy.v.02	be||be.v.03	populate||populate.v.01
charge||charge.v.12	charge||charge.v.03	pseudo leaf
flash||flash.v.04	express||express.v.02	pseudo leaf
rationalize||rationalize.v.05	get_rid_of||get_rid_of.v.01	pseudo leaf
map||map.v.06	represent||represent.v.09	pseudo leaf
league||league.v.01	fit||fit.v.07	pseudo leaf
bracket||bracket.v.01	hold||hold.v.10	pseudo leaf
reclaim||reclaim.v.02	convert||convert.v.02	pseudo leaf
tariff||tariff.v.01	compensate||compensate.v.06	pseudo leaf
stand_by||stand_by.v.03	exist||exist.v.02	pseudo leaf
raise||raise.v.23	double||double.v.01	geminate||geminate.v.04
port||port.v.05	bring||bring.v.01	pseudo leaf
point_up||point_up.v.01	background||background.v.01	pseudo leaf
draw_up||draw_up.v.05	stop||stop.v.01	pseudo leaf
move||move.v.03	pseudo root	cock||cock.v.01
walk_out||walk_out.v.03	leave||leave.v.01	pseudo leaf
leaf||leaf.v.03	produce||produce.v.02	pseudo leaf
assibilate||assibilate.v.01	attach||attach.v.01	pseudo leaf
expedite||expedite.v.01	promote||promote.v.01	pseudo leaf
air||air.v.03	circulate||circulate.v.02	pseudo leaf
chop||chop.v.01	cut||cut.v.01	axe||axe.v.01
retrofit||retrofit.v.01	give||give.v.03	pseudo leaf
raven||raven.v.02	hunt||hunt.v.01	pseudo leaf
dabble||dabble.v.03	do||do.v.03	pseudo leaf
interpellate||interpellate.v.01	argue||argue.v.01	pseudo leaf
bear||bear.v.11	use||use.v.01	pseudo leaf
reeve||reeve.v.01	transport||transport.v.01	pseudo leaf
sublimate||sublimate.v.01	attach||attach.v.01	pseudo leaf
draw||draw.v.35	flatten||flatten.v.01	pseudo leaf
jam||jam.v.06	crowd||crowd.v.03	overcrowd||overcrowd.v.02
portray||portray.v.01	represent||represent.v.09	pseudo leaf
punch||punch.v.02	thrust||thrust.v.01	pseudo leaf
reclaim||reclaim.v.01	demand||demand.v.03	pseudo leaf
match||match.v.02	support||support.v.02	pseudo leaf
constitutionalize||constitutionalize.v.01	invest||invest.v.04	pseudo leaf
golf||golf.v.01	play||play.v.01	pseudo leaf
import||import.v.01	bring||bring.v.04	pseudo leaf
control||control.v.05	influence||influence.v.01	pseudo leaf
see||see.v.12	visit||visit.v.03	see||see.v.11
dredge||dredge.v.03	scoop||scoop.v.01	pseudo leaf
photograph||photograph.v.02	change||change.v.02	pseudo leaf
fall_in||fall_in.v.02	move||move.v.04	pseudo leaf
unfold||unfold.v.02	show||show.v.04	pseudo leaf
acclimatize||acclimatize.v.01	become||become.v.03	pseudo leaf
drone||drone.v.01	sound||sound.v.03	pseudo leaf
update||update.v.01	distinguish||distinguish.v.01	pseudo leaf
stay||stay.v.04	continue||continue.v.01	run_on||run_on.v.02
call||call.v.25	express||express.v.02	pseudo leaf
scourge||scourge.v.01	punish||punish.v.01	pseudo leaf
take||take.v.41	buy||buy.v.01	pseudo leaf
carry_a_tune||test.test.527	play||play.v.03	pseudo leaf
break_bread||break_bread.v.01	act||act.v.08	pseudo leaf
spruce_up||spruce_up.v.02	dress||dress.v.02	pseudo leaf
degust||degust.v.01	odorize||odorize.v.01	pseudo leaf
approve||approve.v.02	impute||impute.v.01	pseudo leaf
strip||strip.v.13	undress||undress.v.01	doff||doff.v.01
protect||protect.v.01	screen||screen.v.05	pseudo leaf
tone||tone.v.04	change||change.v.02	pseudo leaf
romanize||romanize.v.01	write||write.v.07	pseudo leaf
antagonize||antagonize.v.02	contend||contend.v.06	pseudo leaf
skim||skim.v.05	coat||coat.v.01	pseudo leaf
vocalize||vocalize.v.05	pronounce||pronounce.v.01	pseudo leaf
rebate||rebate.v.01	debit||debit.v.01	pseudo leaf
rejuvenate||rejuvenate.v.05	senesce||senesce.v.01	pseudo leaf
expatriate||expatriate.v.02	move||move.v.04	pseudo leaf
hack||hack.v.02	manage||manage.v.02	pseudo leaf
come||come.v.21	exist||exist.v.01	pseudo leaf
frog||frog.v.01	hunt||hunt.v.01	grouse||grouse.v.01
shadowbox||shadowbox.v.01	fly||fly.v.03	pseudo leaf
welcome||welcome.v.01	accept||accept.v.03	pseudo leaf
deaccession||deaccession.v.01	sell||sell.v.01	pseudo leaf
supinate||supinate.v.01	turn||turn.v.01	pseudo leaf
corral||corral.v.03	reap||reap.v.01	pseudo leaf
automobile||automobile.v.01	travel||travel.v.05	pseudo leaf
egg||egg.v.01	pelt||pelt.v.01	pseudo leaf
mow||mow.v.01	dissect||dissect.v.01	pseudo leaf
harness||harness.v.03	warm_up||warm_up.v.04	pseudo leaf
tie||tie.v.05	fasten||fasten.v.01	pseudo leaf
epoxy||epoxy.v.01	bind||bind.v.09	pseudo leaf
backhand||backhand.v.01	hit||hit.v.03	pseudo leaf
bounce||bounce.v.02	hit||hit.v.03	pseudo leaf
close||close.v.04	end||end.v.02	pseudo leaf
mellow||mellow.v.02	change||change.v.02	pseudo leaf
constitutionalize||constitutionalize.v.03	regenerate||regenerate.v.01	pseudo leaf
bandy_about||bandy_about.v.01	hash_out||hash_out.v.01	pseudo leaf
preexist||preexist.v.01	occur||occur.v.03	abound_in||abound_in.v.01
unionize||unionize.v.01	hire||hire.v.01	pseudo leaf
construct||construct.v.05	create||create.v.05	pseudo leaf
spiritualize||spiritualize.v.01	interpret||interpret.v.01	pseudo leaf
decompose||decompose.v.01	change_integrity||change_integrity.v.01	pseudo leaf
eject||eject.v.01	remove||remove.v.01	pseudo leaf
slat||slat.v.01	equip||equip.v.01	pseudo leaf
flense||flense.v.01	clear||clear.v.05	pseudo leaf
lump||lump.v.01	arrange||arrange.v.01	chain||chain.v.01
gerrymander||gerrymander.v.01	initiate||initiate.v.02	pseudo leaf
depart||depart.v.03	leave||leave.v.01	plump_out||plump_out.v.01
harmonize||harmonize.v.06	re-create||re-create.v.01	pseudo leaf
fret||fret.v.07	carve||carve.v.01	pseudo leaf
decrescendo||decrescendo.v.01	change||change.v.02	pseudo leaf
become||become.v.01	change||change.v.02	pseudo leaf
shoot||shoot.v.10	emit||emit.v.02	pseudo leaf
source||source.v.02	name||name.v.01	tag||tag.v.03
shamanize||shamanize.v.01	play||play.v.03	pseudo leaf
waste||waste.v.08	change||change.v.01	pseudo leaf
park||park.v.01	rear||rear.v.02	pseudo leaf
feed||feed.v.02	provide||provide.v.02	pseudo leaf
typify||typify.v.01	refer||refer.v.02	pseudo leaf
dedifferentiate||dedifferentiate.v.01	better||better.v.03	pseudo leaf
come_to_life||come_to_life.v.01	mature||mature.v.01	pseudo leaf
plot||plot.v.04	create||create.v.05	pseudo leaf
ask_for_it||ask_for_it.v.01	absorb||absorb.v.09	rivet||rivet.v.03
stipple||stipple.v.01	line||line.v.04	pseudo leaf
mirror||mirror.v.01	subordinate||subordinate.v.01	pseudo leaf
eagle||eagle.v.02	shoot||shoot.v.08	pseudo leaf
fence||fence.v.01	enclose||enclose.v.02	pseudo leaf
jilt||jilt.v.01	kill||kill.v.10	pseudo leaf
involve||involve.v.01	equal||equal.v.03	pseudo leaf
lose||lose.v.06	pseudo root	pseudo leaf
globe-trot||globe-trot.v.01	tour||tour.v.01	pseudo leaf
uniformize||uniformize.v.01	distinguish||distinguish.v.01	pseudo leaf
engage||engage.v.04	order||order.v.01	pseudo leaf
acclaim||acclaim.v.01	impute||impute.v.01	pseudo leaf
mitigate||mitigate.v.02	change||change.v.01	pseudo leaf
hold||hold.v.28	defend||defend.v.02	pseudo leaf
gobsmack||val.withdef.72	touch||touch.v.03	pseudo leaf
lacerate||lacerate.v.01	cleave||cleave.v.01	pseudo leaf
question||question.v.03	address||address.v.01	pseudo leaf
frap||frap.v.01	attach||attach.v.01	pseudo leaf
outweigh||outweigh.v.01	pseudo root	pseudo leaf
shame||shame.v.02	stimulate||stimulate.v.03	pseudo leaf
book||book.v.01	induce||induce.v.02	pseudo leaf
rusticate||rusticate.v.04	color||color.v.01	pseudo leaf
float||float.v.05	travel||travel.v.01	pseudo leaf
resemble||resemble.v.01	equal||equal.v.01	pseudo leaf
tribulate||tribulate.v.01	displease||displease.v.01	pseudo leaf
replant||replant.v.01	lay||lay.v.02	pseudo leaf
bush||bush.v.01	treat||treat.v.03	pseudo leaf
luff||luff.v.02	stir||stir.v.01	pseudo leaf
chillax||test.test.399	change||change.v.02	pseudo leaf
spirit_away||spirit_away.v.02	rout_out||rout_out.v.02	pseudo leaf
predicate||predicate.v.01	specify||specify.v.03	pseudo leaf
catch_on||catch_on.v.02	taste||taste.v.01	pseudo leaf
bolster||bolster.v.02	join||join.v.04	pseudo leaf
ride||ride.v.06	pseudo root	pseudo leaf
grab||grab.v.06	stimulate||stimulate.v.03	pseudo leaf
cudgel||cudgel.v.01	strike||strike.v.01	pseudo leaf
waft||waft.v.01	move||move.v.02	pseudo leaf
lot||lot.v.01	divide||divide.v.01	pseudo leaf
disapprove||disapprove.v.01	dismiss||dismiss.v.01	pseudo leaf
step||step.v.08	put||put.v.01	pseudo leaf
meddle||meddle.v.01	pursue||pursue.v.04	pseudo leaf
gestate||gestate.v.01	present||present.v.02	pseudo leaf
settle||settle.v.12	necessitate||necessitate.v.01	pseudo leaf
crouch||crouch.v.01	change_posture||change_posture.v.01	pseudo leaf
break||break.v.53	happen||happen.v.01	pseudo leaf
accouter||accouter.v.01	give||give.v.03	pseudo leaf
plant||plant.v.05	aim||aim.v.01	pseudo leaf
recapture||recapture.v.01	know||know.v.05	pseudo leaf
precontract||test.test.374	change||change.v.02	pseudo leaf
grind||test.test.448	do||do.v.03	pseudo leaf
twinkle||twinkle.v.02	flash||flash.v.01	pseudo leaf
advance||advance.v.11	travel||travel.v.01	press_on||press_on.v.01
clean||clean.v.01	change||change.v.01	pseudo leaf
hawk||hawk.v.02	hunt||hunt.v.01	pseudo leaf
drizzle||drizzle.v.01	precipitate||precipitate.v.03	pseudo leaf
steal||steal.v.01	snap_up||snap_up.v.01	pseudo leaf
partition||partition.v.01	separate||separate.v.07	pseudo leaf
swim||swim.v.01	travel||travel.v.01	pseudo leaf
transit||transit.v.04	pass||pass.v.22	pseudo leaf
trace||trace.v.03	travel||travel.v.01	pseudo leaf
reverse-engineer||train.withdef.291	duplicate||duplicate.v.03	spawn||train.withdef.113
allowance||allowance.v.01	lend||lend.v.02	pseudo leaf
ratchet||ratchet.v.01	travel||travel.v.01	pseudo leaf
fall||fall.v.09	let_go_of||let_go_of.v.01	pseudo leaf
quantize||quantize.v.01	synchronize||synchronize.v.01	pseudo leaf
submit||submit.v.06	digest||digest.v.03	pseudo leaf
get_off||get_off.v.06	act||act.v.02	pseudo leaf
sin||sin.v.01	wrong||wrong.v.01	pseudo leaf
air-ship||air-ship.v.01	transport||transport.v.01	pseudo leaf
topdress||topdress.v.01	unfold||unfold.v.04	pseudo leaf
reticulate||reticulate.v.01	join||join.v.01	pseudo leaf
saber||saber.v.02	kill||kill.v.01	pseudo leaf
research||research.v.01	analyze||analyze.v.01	pseudo leaf
macadamize||macadamize.v.01	inlay||inlay.v.01	pseudo leaf
vote||vote.v.05	verify||verify.v.01	pseudo leaf
antiquate||antiquate.v.01	change||change.v.01	pseudo leaf
sublime||sublime.v.01	separate||separate.v.05	pseudo leaf
ladle||ladle.v.02	remove||remove.v.01	pseudo leaf
putt||putt.v.02	hit||hit.v.01	pseudo leaf
isomerize||isomerize.v.02	change||change.v.02	pseudo leaf
remainder||remainder.v.01	sell||sell.v.01	pseudo leaf
enamel||enamel.v.01	coat||coat.v.01	pseudo leaf
watch||watch.v.01	look||look.v.01	pseudo leaf
recurve||recurve.v.01	flex||flex.v.05	pseudo leaf
excommunicate||excommunicate.v.01	rid||rid.v.01	pseudo leaf
quench||quench.v.03	strengthen||strengthen.v.01	pseudo leaf
confront||confront.v.04	meet||meet.v.10	front||front.v.02
double-date||double-date.v.01	marry||marry.v.02	pseudo leaf
augment||augment.v.02	multiply||multiply.v.02	pseudo leaf
prologize||prologize.v.01	write||write.v.01	pseudo leaf
compare||compare.v.03	equal||equal.v.01	pseudo leaf
delouse||delouse.v.01	change||change.v.01	pseudo leaf
kick||kick.v.04	force||force.v.06	pseudo leaf
achieve||achieve.v.01	succeed||succeed.v.01	pseudo leaf
drop_out||drop_out.v.01	abandon||abandon.v.05	pseudo leaf
evangelize||evangelize.v.02	convert||convert.v.05	pseudo leaf
feed||feed.v.10	provide||provide.v.02	pseudo leaf
give_the_eye||give_the_eye.v.01	look||look.v.01	pseudo leaf
outsell||outsell.v.02	exploit||exploit.v.02	pseudo leaf
disinter||disinter.v.01	expose||expose.v.03	pseudo leaf
islamize||islamize.v.02	convert||convert.v.05	pseudo leaf
precipitate||precipitate.v.02	separate||separate.v.12	pseudo leaf
come||come.v.06	exist||exist.v.01	pseudo leaf
contain||contain.v.05	accommodate||accommodate.v.04	seat||seat.v.02
attorn||attorn.v.01	declare||declare.v.04	pseudo leaf
stack||stack.v.01	implant||implant.v.01	repot||repot.v.01
say||say.v.07	interact||interact.v.01	pseudo leaf
uncover||uncover.v.01	flaunt||flaunt.v.01	pseudo leaf
expiate||expiate.v.01	better||better.v.02	pseudo leaf
percolate||percolate.v.05	enter||enter.v.01	pseudo leaf
presuppose||presuppose.v.02	necessitate||necessitate.v.01	pseudo leaf
popularize||popularize.v.01	determine||determine.v.02	pseudo leaf
comb||comb.v.01	stiffen||stiffen.v.02	pseudo leaf
budget_for||budget_for.v.01	estimate||estimate.v.01	pseudo leaf
coerce||coerce.v.01	induce||induce.v.02	pseudo leaf
hack||hack.v.08	blow||blow.v.01	pseudo leaf
bayonet||bayonet.v.01	kill||kill.v.01	pseudo leaf
subtract||subtract.v.01	enrich||enrich.v.02	pseudo leaf
waste||waste.v.02	use||use.v.01	pseudo leaf
equip||equip.v.02	give||give.v.03	pseudo leaf
joke||joke.v.01	hash_out||hash_out.v.01	pseudo leaf
outsell||outsell.v.02	exploit||exploit.v.02	pseudo leaf
barber||barber.v.01	perform||perform.v.01	pseudo leaf
score||score.v.04	compose||compose.v.02	set_to_music||set_to_music.v.01
sideline||sideline.v.01	open||open.v.01	pseudo leaf
fail||fail.v.06	pseudo root	anticipate||anticipate.v.03
toggle||toggle.v.02	fasten||fasten.v.01	pseudo leaf
tidy||tidy.v.01	houseclean||houseclean.v.01	spring-clean||spring-clean.v.01
exsert||exsert.v.01	spread||spread.v.01	pseudo leaf
rubify||rubify.v.01	color||color.v.01	pseudo leaf
color||color.v.04	change||change.v.01	pseudo leaf
gate||gate.v.02	manipulate||manipulate.v.02	pseudo leaf
annoy||annoy.v.01	confuse||confuse.v.03	pseudo leaf
plasticize||plasticize.v.02	harden||harden.v.02	pseudo leaf
delight||delight.v.02	pseudo root	pseudo leaf
ask||ask.v.05	tell||tell.v.02	pseudo leaf
blindfold||blindfold.v.01	hide||hide.v.01	pseudo leaf
compromise||compromise.v.03	hide||hide.v.01	pseudo leaf
brigade||brigade.v.01	cluster||cluster.v.01	pseudo leaf
hand-pick||hand-pick.v.01	arrange||arrange.v.06	pseudo leaf
club||club.v.03	hit||hit.v.03	pseudo leaf
loop||loop.v.05	join||join.v.04	pseudo leaf
declaim||declaim.v.01	read||read.v.03	pseudo leaf
align||align.v.02	match||match.v.01	pseudo leaf
tattoo||tattoo.v.01	dye||dye.v.01	pseudo leaf
desulfurize||desulfurize.v.01	get_rid_of||get_rid_of.v.01	pseudo leaf
hydrolyze||hydrolyze.v.01	change||change.v.02	pole||pole.v.03
move||move.v.03	pseudo root	cock||cock.v.01
dissimilate||dissimilate.v.02	militarize||militarize.v.01	pseudo leaf
chug||chug.v.01	make_noise||make_noise.v.01	pseudo leaf
break||break.v.40	hit||hit.v.01	pseudo leaf
brandish||brandish.v.01	move||move.v.02	pseudo leaf
whine||whine.v.03	make_noise||make_noise.v.01	pseudo leaf
