Query	Parent	Child
chia seeds	stem vegetables	pseudo leaf
veal sausage	ground meat	pseudo leaf
azuki bean paste	legumes	pseudo leaf
heart cherry	other processed foods	pseudo leaf
colored fondant	ice cream sorbet	pseudo leaf
garlic clove	allium	pseudo leaf
nut seed mixes	seasoning	pseudo leaf
dry vermouth	liqueur wine	pseudo leaf
strawberry jam	jams jellies	pseudo leaf
creole rice	cereal	pseudo leaf
chili raclette cheese	semi hard cheese	pseudo leaf
veal feet	veal	pseudo leaf
wild broth	broths	pseudo leaf
ham	cookies	pseudo leaf
beef sirloin steak	beef	pseudo leaf
coop jam sugar	jams jellies	pseudo leaf
poppy	tea coffee	pseudo leaf
pickled pepper	allium	pseudo leaf
fleur de sel	cold cuts	pseudo leaf
lumpfish roe	liqueur wine	pseudo leaf
fruit liqueur	legumes	pseudo leaf
kernel roll	citrus fruits	pseudo leaf
dried rosemary	dried herbs	pseudo leaf
black lentils from the can	flavored cheese varieties	pseudo leaf
guetzli	semi hard cheese	pseudo leaf
t bone steak	leafy vegetables	pseudo leaf
flaxseed	bread	pseudo leaf
betty bossi shanghai asian wok mix	chocolates	pseudo leaf
green tabasco	cream cheese	pseudo leaf
dark bread	fruit vegetables	pseudo leaf
fondue cheese mix moiti moiti	fish seafood	seafood canned
floury boiled potatoes	fish seafood	pseudo leaf
plum yogurt	sweet baked goods	pseudo leaf
passion fruit juice	fruit juice	pseudo leaf
non alcoholic beer apple wine	non alcoholic beverages	pseudo leaf
clear apple juice	fruit juice	pseudo leaf
bell minced meatballs	ground meat	pseudo leaf
chickpea flour	flour	pseudo leaf
frozen green pea	dried vegetables	pseudo leaf
early potato	blue cheese	pseudo leaf
romanesco	cream cheese	pseudo leaf
ovomaltine noir chocolate	ground spices	pseudo leaf
other oily saltwater fish	veal	pseudo leaf
grissini	leafy vegetables	pseudo leaf
tapenade	leafy vegetables	pseudo leaf
piadina	leafy vegetables	pseudo leaf
pearl sugar	food	pseudo leaf
iceberg lettuce	seasoning	pseudo leaf
cailler cuisine cocoa powder	ground spices	pseudo leaf
psyllium husks	berries	pseudo leaf
dry sparkling wine	non alcoholic beverages	pseudo leaf
nutmeg pumpkin	cookies	pseudo leaf
guinea fowl meat	cereal	pseudo leaf
red grape	berries	pseudo leaf
sesame oil	syrup	pseudo leaf
calvados	tea coffee	pseudo leaf
hazelnut spread	ground vegetables	pseudo leaf
spelt cake dough	herbs spices	pseudo leaf
almond mush	spirits	pseudo leaf
cornbread	bread	pseudo leaf
salted cashew nut	processed nuts seeds	pseudo leaf
tuna	yogurts quarks	pseudo leaf
white toblerone	chocolates	pseudo leaf
gingerbread dough	herbs spices	pseudo leaf
fermented seasonings	cereal	pseudo leaf
hawaii salt	stem vegetables	pseudo leaf
cotton candy	soft candies	pseudo leaf
beef burger	lamb meat	pseudo leaf
tapioca starch	tea coffee	pseudo leaf
frozen broccoli	blue cheese	pseudo leaf
candied peel	milk	pseudo leaf
vanilla sugar	food	pseudo leaf
wine	cereal	pseudo leaf
plum brandy	whole spices	pseudo leaf
medium hot mustard	cold cuts	pseudo leaf
gluten free risoni made from lentils and chickpeas	legumes	pseudo leaf
grape leaf in salt water	nut butter	pseudo leaf
puffed amaranth	citrus fruits	pseudo leaf
dried white beans	dried fruits	pseudo leaf
cod	cod similar	pseudo leaf
strawberry jelly	jams jellies	pseudo leaf
ice cream cone	prepared pastry	pseudo leaf
emmi gala cheese	chocolates	pseudo leaf
maizena	lamb meat	pseudo leaf
peach syrup	broth powder cubes	pseudo leaf
nettle leaves	chocolates	pseudo leaf
cola drink	candied fruits	pseudo leaf
alfalfa arugula sprouts	stem vegetables	pseudo leaf
seedless grape	fruit vegetables	pseudo leaf
sour cherry	candied fruits	pseudo leaf
34 fat quark	yogurts quarks	pseudo leaf
sweet and sour sauce	cold cuts	pseudo leaf
blood orange juice	fruit juice	pseudo leaf
apple cider vinegar	herbs spices	pseudo leaf
juniper berry	berries	pseudo leaf
mixed bell peppers	fruit vegetables	pseudo leaf
soft cheese	meat meat substitute products	pseudo leaf
lamb loin	semolina similar	pseudo leaf
milk chocolate	prepared pastry	pseudo leaf
rye wholemeal flour	flour	pseudo leaf
crunchy roll dough	herbs spices	pseudo leaf
emmental	hard cheese	pseudo leaf
candied sugar	food	pseudo leaf
nail powder	soft candies	pseudo leaf
marinated feta with garlic	dry pasta	pseudo leaf
wasabi paste	ground spices	pseudo leaf
cornelian cherry	cream cheese	pseudo leaf
other snacks	prepared ingredients	pseudo leaf
plant based meat alternatives	prepared ingredients	pseudo leaf
galangal	fruit vegetables	pseudo leaf
tomato puree	fruit compotes pastes	pseudo leaf
sherry vinegar	herbs spices	pseudo leaf
fresh dill	herbs spices	pseudo leaf
summer truffle	dried vegetables	pseudo leaf
sweet potato chips	seeds	pseudo leaf
strawberry ice cream	ice cream sorbet	pseudo leaf
mustard	cream cheese	pseudo leaf
papaya	ground spices	pseudo leaf
apple jelly	jams jellies	pseudo leaf
vintners bread	hard cheese	pseudo leaf
grilled cheese	hard cheese	pseudo leaf
sea bass	dry pasta	pseudo leaf
gluten free butter cookies	cookies	pseudo leaf
truffle oil	syrup	pseudo leaf
boiled potatoes	cod similar	pseudo leaf
peach	semi hard cheese	pseudo leaf
tofu with provence herbs	non alcoholic beverages	pseudo leaf
sweetened condensed milk	prepared pastry	pseudo leaf
gelatin	plant based milk product alternatives	pseudo leaf
salt	products from fish seafood	pseudo leaf
curd	instant powders	pseudo leaf
peach jam	jams jellies	pseudo leaf
coconut cream	food	pseudo leaf
potato flakes	breakfast flakes	pseudo leaf
vegetable mix	cereal	pseudo leaf
falafel	chocolates	pseudo leaf
ice cubes	food	pseudo leaf
blackberry sorbet	ice cream sorbet	pseudo leaf
lychee	cream cheese	pseudo leaf
soft drink concentrates	non alcoholic beverages	pseudo leaf
tropical fruits	food	pseudo leaf
zwieback	cream cheese	pseudo leaf
nuts seeds	semi hard cheese	pseudo leaf
coffee chocolate	chocolates	pseudo leaf
