Query	Parent	Child
redevelop||redevelop.v.03	switch||switch.v.03@@@2715	diphthongize||diphthongize.v.01@@@3639
strip||strip.v.13	root	harness||harness.v.03@@@12160
clean||clean.v.10	re-create||re-create.v.01@@@8078	crayon||crayon.v.01@@@8429
pick||pick.v.05	hide||hide.v.01@@@10700	disguise||disguise.v.01@@@10765
clear||clear.v.24	fasten||fasten.v.01@@@6615	band||band.v.01@@@6423
chlorinate||chlorinate.v.01	express||express.v.02@@@4530	overdramatize||overdramatize.v.01@@@4748
seed||seed.v.07	insure||insure.v.04@@@11214	reinsure||reinsure.v.01@@@11216
activate||activate.v.05	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
mitigate||mitigate.v.02	express||express.v.02@@@4530	curse||curse.v.01@@@4176
falsify||falsify.v.04	stick_out||stick_out.v.01@@@13451	thrust||thrust.v.07@@@13453
go_to_pot||go_to_pot.v.01	wrong||wrong.v.01@@@12504	pump_and_dump||test.test.598@@@13933
decompose||decompose.v.01	root	test||test.v.06@@@4436
tumble||tumble.v.09	root	awaken||awaken.v.03@@@3601
tin||tin.v.03	change_shape||change_shape.v.01@@@643	arch||arch.v.01@@@10138
hydrate||hydrate.v.01	process||process.v.01@@@2515	nitrate||nitrate.v.01@@@857
lock||lock.v.03	fasten||fasten.v.01@@@6615	cleat||cleat.v.02@@@6425
abridge||abridge.v.02	root	unloose||unloose.v.02@@@6315
grow||grow.v.04	root	test||test.v.04@@@13624
pullulate||pullulate.v.04	root	turn_out||turn_out.v.04@@@12948
manifold||manifold.v.01	wrong||wrong.v.01@@@12504	cozen||cozen.v.03@@@11397
leapfrog||leapfrog.v.02	root	turn_out||turn_out.v.08@@@12099
rejuvenate||rejuvenate.v.03	root	answer||answer.v.04@@@3137
antiquate||antiquate.v.01	root	unloose||unloose.v.02@@@6315
mellow||mellow.v.02	change||change.v.01@@@611	educate||educate.v.01@@@11911
bilge||bilge.v.01	wrong||wrong.v.01@@@12504	juggle||juggle.v.02@@@12793
visit||visit.v.08	predict||predict.v.01@@@4424	bet||bet.v.01@@@4427
tinker||tinker.v.03	misinform||misinform.v.01@@@4042	romance||romance.v.04@@@4044
copolymerize||copolymerize.v.01	change_integrity||change_integrity.v.01@@@641	polymerize||polymerize.v.01@@@1272
ionize||ionize.v.02	travel||travel.v.01@@@9120	backpack||backpack.v.01@@@9568
dwindle||dwindle.v.01	root	notice||notice.v.04@@@5101
desensitize||desensitize.v.02	root	test||test.v.06@@@4436
wash||wash.v.10	fasten||fasten.v.01@@@6615	tie||tie.v.01@@@6317
tidy||tidy.v.01	compress||compress.v.01@@@6883	tamp_down||tamp_down.v.01@@@7822
discolor||discolor.v.03	touch||touch.v.05@@@5875	glaciate||glaciate.v.01@@@5887
stain||stain.v.01	cover||cover.v.01@@@6574	glaze||glaze.v.01@@@6224
hand-dye||hand-dye.v.01	process||process.v.01@@@2515	nitrify||nitrify.v.02@@@2456
tone||tone.v.04	process||process.v.01@@@2515	carboxylate||carboxylate.v.01@@@2572
effuse||effuse.v.03	express||express.v.02@@@4530	pledge||pledge.v.01@@@4264
bloom||bloom.v.01	root	indwell||indwell.v.01@@@12982
temper||temper.v.04	change||change.v.01@@@611	overtire||overtire.v.01@@@374
adjust||adjust.v.04	wrong||wrong.v.01@@@12504	victimize||victimize.v.03@@@12771
set||set.v.05	root	devour||devour.v.04@@@5825
regulate||regulate.v.01	control||control.v.01@@@12153	collectivize||collectivize.v.01@@@12117
anneal||anneal.v.01	change_shape||change_shape.v.01@@@643	arch||arch.v.01@@@10138
fulminate||fulminate.v.03	make||make.v.03@@@8071	sandwich||sandwich.v.01@@@8280
dehydrogenate||dehydrogenate.v.01	root	turn_out||turn_out.v.04@@@12948
burst||burst.v.01	fasten||fasten.v.01@@@6615	tie||tie.v.01@@@6317
luxuriate||luxuriate.v.03	wrong||wrong.v.01@@@12504	ensnare||ensnare.v.01@@@12797
infuscate||infuscate.v.01	anesthetize||anesthetize.v.01@@@93	leaf
shorten||shorten.v.01	root	answer||answer.v.08@@@13178
elongate||elongate.v.01	root	test||test.v.06@@@4436
scale||scale.v.08	calculate||calculate.v.01@@@3147	factorize||factorize.v.01@@@3587
cork||cork.v.02	fasten||fasten.v.01@@@6615	anchor||anchor.v.01@@@6427
barbeque||barbeque.v.01	root	erupt||erupt.v.04@@@2704
draw||draw.v.33	wrest||wrest.v.01@@@5914	leaf
powderize||powderize.v.02	root	choose||choose.v.03@@@3339
partition||partition.v.02	root	argue||argue.v.03@@@3777
burst||burst.v.08	effect||effect.v.01@@@8176	consummate||consummate.v.01@@@8170
stave_in||stave_in.v.01	root	go||go.v.22@@@13380
crumb||crumb.v.02	plate||plate.v.01@@@6916	electroplate||electroplate.v.01@@@6920
break||break.v.53	wrong||wrong.v.01@@@12504	juggle||juggle.v.02@@@12793
come||come.v.06	chip||chip.v.01@@@6166	peel_off||peel_off.v.04@@@6167
develop||develop.v.09	wrong||wrong.v.01@@@12504	overcharge||overcharge.v.01@@@11552
jump_off||jump_off.v.01	root	repose||repose.v.06@@@7431
begin||begin.v.03	gain||gain.v.05@@@5375	par||par.v.01@@@5235
ask_for_it||ask_for_it.v.01	root	put_out||put_out.v.08@@@5617
cut_out||cut_out.v.06	root	crush||crush.v.04@@@1653
come_to_life||come_to_life.v.01	wrong||wrong.v.01@@@12504	double_cross||double_cross.v.01@@@12612
drop||drop.v.07	root	cloud||cloud.v.03@@@10173
sublime||sublime.v.01	root	retool||retool.v.02@@@11651
transpire||transpire.v.02	root	pickle||pickle.v.01@@@1006
league||league.v.01	root	swallow||swallow.v.08@@@2990
cool||cool.v.02	ride||ride.v.02@@@9730	toboggan||toboggan.v.01@@@9643
ice||ice.v.03	request||request.v.01@@@3685	direct||direct.v.01@@@3666
scald||scald.v.03	fasten||fasten.v.01@@@6615	moor||moor.v.01@@@6431
decoct||decoct.v.01	process||process.v.01@@@2515	beneficiate||beneficiate.v.01@@@2860
map||map.v.06	designate||designate.v.01@@@4948	style||style.v.01@@@4939
flour||flour.v.02	process||process.v.01@@@2515	malt||malt.v.01@@@862
islamize||islamize.v.02	change||change.v.01@@@611	symmetrize||symmetrize.v.01@@@2728
evangelize||evangelize.v.02	root	congregate||congregate.v.01@@@10080
invert||invert.v.01	change||change.v.01@@@611	wave||wave.v.05@@@186
waste||waste.v.08	root	answer||answer.v.08@@@13178
dull||dull.v.07	effect||effect.v.01@@@8176	misdo||misdo.v.01@@@12727
subtilize||subtilize.v.03	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
acclimatize||acclimatize.v.01	root	destroy||destroy.v.04@@@6538
fix||fix.v.12	decide||decide.v.01@@@3418	shoot||shoot.v.18@@@3192
expatriate||expatriate.v.02	root	impress||impress.v.04@@@7613
buckram||buckram.v.01	root	enhance||enhance.v.01@@@1091
stiffen||stiffen.v.01	root	finalize||finalize.v.01@@@2344
clamp_down||clamp_down.v.01	root	turn_out||turn_out.v.08@@@12099
vanish||vanish.v.04	travel||travel.v.01@@@9120	caravan||caravan.v.01@@@9695
thin_out||thin_out.v.02	root	retool||retool.v.01@@@12116
thicken||thicken.v.03	change||change.v.02@@@547	arch||arch.v.01@@@10138
full||full.v.02	dress||dress.v.01@@@225	slip_on||slip_on.v.01@@@248
vary||vary.v.04	sew||sew.v.01@@@6553	overcast||overcast.v.02@@@6558
checker||checker.v.02	root	swallow||swallow.v.06@@@3608
crystallize||crystallize.v.04	increase||increase.v.01@@@713	exfoliate||exfoliate.v.05@@@1101
bail_out||bail_out.v.02	glide||glide.v.01@@@9365	submarine||submarine.v.01@@@9279
exhaust||exhaust.v.04	guide||guide.v.05@@@5906	puree||puree.v.01@@@6113
sluice||sluice.v.02	root	strike_out||strike_out.v.04@@@9623
match||match.v.05	root	help||help.v.08@@@976
precipitate||precipitate.v.02	root	cut_out||cut_out.v.02@@@7724
blow||blow.v.06	root	allow||allow.v.06@@@3540
block||block.v.14	root	take_out||take_out.v.06@@@6676
mar||mar.v.01	set_about||set_about.v.01@@@12144	rise||rise.v.13@@@5625
harmonize||harmonize.v.06	root	test||test.v.06@@@4436
harmonize||harmonize.v.05	root	help||help.v.08@@@976
get_through||get_through.v.01	create||create.v.03@@@8395	bodypaint||bodypaint.v.01@@@8376
glorify||glorify.v.02	break||break.v.02@@@1628	crumb||crumb.v.02@@@1651
foul||foul.v.05	travel||travel.v.01@@@9120	toboggan||toboggan.v.01@@@9643
decontaminate||decontaminate.v.01	crossbreed||crossbreed.v.01@@@7101	backcross||backcross.v.01@@@7100
maroon||maroon.v.02	travel||travel.v.01@@@9120	sail||sail.v.01@@@9165
stuff||stuff.v.05	file||file.v.01@@@4815	trademark||trademark.v.02@@@4816
calcify||calcify.v.04	change||change.v.01@@@611	nitrate||nitrate.v.01@@@857
topdress||topdress.v.01	chase||chase.v.01@@@9969	hound||hound.v.01@@@9976
flag||flag.v.02	misinform||misinform.v.01@@@4042	overstate||overstate.v.01@@@4065
nobble||nobble.v.04	root	exfoliate||exfoliate.v.02@@@7513
equip||equip.v.02	suggest||suggest.v.05@@@4484	incriminate||incriminate.v.01@@@13079
diagonalize||diagonalize.v.01	move||move.v.03@@@9108	eddy||eddy.v.01@@@10204
prim||prim.v.01	appear||appear.v.05@@@2072	collocate||collocate.v.01@@@12957
camp||camp.v.03	effect||effect.v.01@@@8176	precipitate||precipitate.v.01@@@8182
hack||hack.v.06	root	condescend||condescend.v.02@@@12859
delouse||delouse.v.01	pass||pass.v.01@@@10217	crisscross||crisscross.v.01@@@9500
derate||derate.v.01	blind||blind.v.01@@@10819	snow-blind||snow-blind.v.01@@@10821
rubify||rubify.v.01	root	issue||issue.v.02@@@12338
ream||ream.v.03	root	unscramble||unscramble.v.01@@@2642
emasculate||emasculate.v.01	denationalize||denationalize.v.01@@@2004	privatize||privatize.v.01@@@2005
bring_home||bring_home.v.01	root	retool||retool.v.02@@@11651
catch_on||catch_on.v.02	cleanse||cleanse.v.01@@@167	hush||hush.v.04@@@2247
broil||broil.v.02	blind||blind.v.01@@@10819	snow-blind||snow-blind.v.01@@@10821
decrescendo||decrescendo.v.01	root	enlarge||enlarge.v.03@@@718
erupt||erupt.v.04	change_shape||change_shape.v.01@@@643	bulk||bulk.v.01@@@1256
save||save.v.06	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
transition||transition.v.01	process||process.v.01@@@2515	malt||malt.v.01@@@862
rarefy||rarefy.v.02	change||change.v.01@@@611	hoe||hoe.v.01@@@8669
uniformize||uniformize.v.01	sew||sew.v.01@@@6553	fell||fell.v.03@@@6565
transfer||transfer.v.09	move||move.v.04@@@9202	immigrate||immigrate.v.01@@@2025
draw||draw.v.16	appear||appear.v.05@@@2072	collocate||collocate.v.01@@@12957
spice||spice.v.01	root	enlarge||enlarge.v.03@@@718
fall||fall.v.26	represent||represent.v.05@@@4746	overdramatize||overdramatize.v.01@@@4748
hydrolyze||hydrolyze.v.01	exchange||exchange.v.01@@@11246	scalp||scalp.v.01@@@11172
recombine||recombine.v.01	crossbreed||crossbreed.v.01@@@7101	backcross||backcross.v.01@@@7100
constitutionalize||constitutionalize.v.03	change||change.v.01@@@611	hydrolize||hydrolize.v.01@@@2790
rationalize||rationalize.v.05	root	riposte||riposte.v.01@@@10279
stalinize||stalinize.v.01	root	attest||attest.v.04@@@3985
destalinize||destalinize.v.01	touch||touch.v.05@@@5875	crate||crate.v.01@@@7374
plasticize||plasticize.v.02	change||change.v.01@@@611	marinade||marinade.v.01@@@1008
leave_off||leave_off.v.03	root	cloud||cloud.v.04@@@8806
isomerize||isomerize.v.02	change_shape||change_shape.v.01@@@643	bulk||bulk.v.01@@@1256
ozonize||ozonize.v.01	change||change.v.02@@@547	dialyse||dialyse.v.01@@@1608
perceive||perceive.v.02	chew||chew.v.01@@@5851	crunch||crunch.v.03@@@5853
attorn||attorn.v.01	change||change.v.01@@@611	hoe||hoe.v.01@@@8669
understand||understand.v.03	root	enhance||enhance.v.02@@@1093
ignore||ignore.v.05	predict||predict.v.01@@@4424	bet||bet.v.01@@@4427
trip_up||trip_up.v.01	wrong||wrong.v.01@@@12504	juggle||juggle.v.02@@@12793
learn||learn.v.04	authorize||authorize.v.01@@@3910	franchise||franchise.v.01@@@12184
retrain||retrain.v.02	wrong||wrong.v.01@@@12504	juggle||juggle.v.02@@@12793
forget||forget.v.02	wrong||wrong.v.01@@@12504	rickroll||train.withdef.247@@@13788
jilt||jilt.v.01	express||express.v.02@@@4530	ooh||ooh.v.01@@@4178
walk_out||walk_out.v.03	interact||interact.v.01@@@11865	allude||allude.v.01@@@4930
err||err.v.01	wrong||wrong.v.01@@@12504	ensnare||ensnare.v.01@@@12797
misdate||misdate.v.01	root	swallow||swallow.v.08@@@2990
puzzle_over||puzzle_over.v.01	hollow||hollow.v.02@@@6302	dig||dig.v.02@@@6461
spiritualize||spiritualize.v.01	process||process.v.01@@@2515	reverberate||reverberate.v.06@@@2516
take||take.v.06	search||search.v.02@@@10744	prospect||prospect.v.01@@@10746
anagram||anagram.v.01	root	tell||tell.v.03@@@4587
read||read.v.04	militarize||militarize.v.01@@@5308	mobilize||mobilize.v.03@@@5257
solve||solve.v.01	root	swallow||swallow.v.08@@@2990
subtract||subtract.v.01	measure||measure.v.03@@@13401	weigh||weigh.v.01@@@13403
raise||raise.v.23	print||print.v.04@@@8696	cyclostyle||cyclostyle.v.01@@@8699
distinguish||distinguish.v.03	wrong||wrong.v.01@@@12504	ensnare||ensnare.v.01@@@12797
compare||compare.v.03	root	test||test.v.04@@@13624
classify||classify.v.01	root	bray||bray.v.03@@@132
rate||rate.v.01	increase||increase.v.02@@@696	kite||kite.v.01@@@11005
come||come.v.21	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
collate||collate.v.01	worsen||worsen.v.01@@@965	regress||regress.v.03@@@1186
source||source.v.02	predict||predict.v.01@@@4424	bet||bet.v.01@@@4427
disprove||disprove.v.01	chip||chip.v.01@@@6166	peel_off||peel_off.v.04@@@6167
quantize||quantize.v.01	guide||guide.v.05@@@5906	paw||paw.v.01@@@5901
approve||approve.v.02	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
disapprove||disapprove.v.01	bicycle||bicycle.v.01@@@9618	Draft||train.withdef.200@@@13776
hand-pick||hand-pick.v.01	balance||balance.v.01@@@13249	cancel||cancel.v.02@@@13475
book||book.v.01	act||act.v.01@@@11825	congregate||congregate.v.01@@@10080
censor||censor.v.02	recognize||recognize.v.04@@@3033	taste||taste.v.05@@@10941
believe||believe.v.01	compress||compress.v.01@@@6883	tamp_down||tamp_down.v.01@@@7822
receive||receive.v.06	damage||damage.v.01@@@1234	scald||scald.v.04@@@926
doubt||doubt.v.01	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
assay||assay.v.01	root	embed||embed.v.02@@@5263
project||project.v.08	root	bake||bake.v.04@@@13680
decouple||decouple.v.02	change||change.v.01@@@611	politicize||politicize.v.01@@@2619
pin_down||pin_down.v.01	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
presuppose||presuppose.v.02	change||change.v.01@@@611	mousse||mousse.v.01@@@189
explode||explode.v.03	transfer||transfer.v.05@@@11069	gate||gate.v.01@@@11738
ferret_out||ferret_out.v.01	express||express.v.01@@@4543	vent||vent.v.01@@@4546
budget_for||budget_for.v.01	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
flabbergast||flabbergast.v.01	express||express.v.02@@@4530	rubbish||rubbish.v.01@@@5118
personify||personify.v.03	root	test||test.v.04@@@13624
impress||impress.v.03	make||make.v.03@@@8071	infuriate||infuriate.v.01@@@8890
draw||draw.v.04	root	furlough||furlough.v.02@@@3663
refocus||refocus.v.02	hollow||hollow.v.02@@@6302	sap||sap.v.02@@@6458
synchronize||synchronize.v.04	put||put.v.01@@@7419	retrofit||retrofit.v.02@@@7800
drink_in||drink_in.v.01	root	harden||harden.v.02@@@2162
keep_note||keep_note.v.01	change||change.v.01@@@611	opsonize||opsonize.v.01@@@2864
grab||grab.v.06	provide||provide.v.02@@@5754	crew||crew.v.01@@@5264
call||call.v.25	express||express.v.02@@@4530	ooh||ooh.v.01@@@4178
think||think.v.09	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
communicate||communicate.v.02	measure||measure.v.04@@@3347	crusade||crusade.v.01@@@12852
diphthongize||diphthongize.v.01	plate||plate.v.01@@@6916	electroplate||electroplate.v.01@@@6920
vocalize||vocalize.v.05	seize||seize.v.01@@@5907	shark||shark.v.02@@@5558
apostatize||apostatize.v.01	root	congregate||congregate.v.01@@@10080
intercede||intercede.v.01	root	test||test.v.04@@@13624
renegociate||renegociate.v.02	root	swallow||swallow.v.08@@@2990
agree||agree.v.02	represent||represent.v.09@@@8399	animalize||animalize.v.01@@@8370
hustle||hustle.v.05	victimize||victimize.v.01@@@12781	job||job.v.01@@@12774
soft-soap||soft-soap.v.02	instruct||instruct.v.03@@@4030	direct||direct.v.09@@@3667
encourage||encourage.v.03	root	retrofit||retrofit.v.02@@@7800
entice||entice.v.01	root	answer||answer.v.04@@@3137
drag||drag.v.10	chip||chip.v.01@@@6166	peel_off||peel_off.v.04@@@6167
question||question.v.03	wrong||wrong.v.01@@@12504	rickroll||train.withdef.247@@@13788
interpellate||interpellate.v.01	root	swallow||swallow.v.04@@@4531
spoonfeed||spoonfeed.v.02	fasten||fasten.v.01@@@6615	string||string.v.05@@@6722
settle||settle.v.12	shout||shout.v.02@@@4400	hollo||hollo.v.02@@@4401
interview||interview.v.03	instruct||instruct.v.03@@@4030	direct||direct.v.09@@@3667
deny||deny.v.07	root	outstay||outstay.v.02@@@12992
confess||confess.v.03	interact||interact.v.01@@@11865	congregate||congregate.v.01@@@10080
disavow||disavow.v.01	explain||explain.v.01@@@4525	moralize||moralize.v.01@@@4520
attest||attest.v.02	root	swallow||swallow.v.08@@@2990
fib||fib.v.01	deteriorate||deteriorate.v.01@@@984	wear||wear.v.04@@@2285
blame||blame.v.02	chase||chase.v.01@@@9969	hound||hound.v.01@@@9976
joke||joke.v.01	root	awaken||awaken.v.03@@@3601
gag||gag.v.04	wrong||wrong.v.01@@@12504	juggle||juggle.v.02@@@12793
cheer||cheer.v.05	root	harness||harness.v.03@@@12160
lighten||lighten.v.03	throw||throw.v.01@@@7487	pass||pass.v.20@@@11122
ensky||ensky.v.01	appear||appear.v.02@@@2058	basset||basset.v.01@@@2076
acclaim||acclaim.v.01	refer||refer.v.04@@@9714	relegate||relegate.v.01@@@12850
rip||rip.v.04	touch||touch.v.05@@@5875	hem_in||hem_in.v.01@@@8014
curse||curse.v.02	root	lock||lock.v.06@@@9002
impeach||impeach.v.01	predict||predict.v.01@@@4424	bet||bet.v.01@@@4427
bode||bode.v.01	expel||expel.v.01@@@12448	permaban||train.withdef.257@@@13790
reacquaint||reacquaint.v.01	save||save.v.02@@@11092	cancel||cancel.v.05@@@3898
recommend||recommend.v.01	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
research||research.v.01	root	condescend||condescend.v.02@@@12859
submit||submit.v.06	refer||refer.v.02@@@13265	implicate||implicate.v.01@@@13269
return||return.v.16	authorize||authorize.v.01@@@3910	commission||commission.v.03@@@12318
compliment||compliment.v.01	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
remember||remember.v.05	root	exercise||exercise.v.04@@@494
pledge||pledge.v.01	root	cloud||cloud.v.06@@@2928
swear||swear.v.03	declare||declare.v.01@@@4857	consecrate||consecrate.v.04@@@4182
reinsure||reinsure.v.03	have||have.v.01@@@10992	freeze||freeze.v.08@@@1288
thank||thank.v.01	refer||refer.v.04@@@9714	relegate||relegate.v.01@@@12850
apologize||apologize.v.02	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
ask||ask.v.05	insist||insist.v.01@@@3977	predicate||predicate.v.02@@@4885
prologize||prologize.v.01	decide||decide.v.02@@@3424	referee||referee.v.01@@@5241
shriek||shriek.v.01	express||express.v.02@@@4530	ooh||ooh.v.01@@@4178
say||say.v.11	suppress||suppress.v.01@@@2251	silence||silence.v.02@@@2254
show||show.v.10	predict||predict.v.01@@@4424	bet||bet.v.01@@@4427
say||say.v.07	root	cloud||cloud.v.06@@@2928
flash||flash.v.04	root	draw_out||draw_out.v.03@@@9039
rip_out||rip_out.v.01	express||express.v.02@@@4530	ooh||ooh.v.01@@@4178
euphemize||euphemize.v.01	root	test||test.v.04@@@13624
betray||betray.v.01	express||express.v.01@@@4543	sneer||sneer.v.01@@@151
spill_the_beans||spill_the_beans.v.01	dance||dance.v.02@@@8512	grind||grind.v.04@@@10211
spell||spell.v.01	root	awaken||awaken.v.03@@@3601
vent||vent.v.01	reproduce||reproduce.v.01@@@8644	duplicate||duplicate.v.01@@@8633
aspirate||aspirate.v.02	root	rest||rest.v.03@@@3806
lexicalize||lexicalize.v.01	root	cloud||cloud.v.06@@@2928
talk||talk.v.01	interact||interact.v.01@@@11865	communicate||communicate.v.05@@@5162
broach||broach.v.01	transfer||transfer.v.05@@@11069	luxuriate||luxuriate.v.01@@@5870
clock_in||clock_in.v.01	change||change.v.01@@@611	hoe||hoe.v.01@@@8669
bandy_about||bandy_about.v.01	decide||decide.v.01@@@3418	caliper||caliper.v.01@@@3194
popularize||popularize.v.01	root	recast||recast.v.03@@@8248
air||air.v.03	interact||interact.v.01@@@11865	congregate||congregate.v.01@@@10080
announce||announce.v.04	cut||cut.v.01@@@7716	dress||dress.v.12@@@6185
blare_out||blare_out.v.01	prop_up||prop_up.v.01@@@5939	bolster||bolster.v.02@@@5940
dramatize||dramatize.v.02	root	test||test.v.04@@@13624
portray||portray.v.01	scratch||scratch.v.02@@@6452	claw||claw.v.03@@@6439
enlighten||enlighten.v.01	ruin||ruin.v.02@@@12707	break||break.v.29@@@12709
disabuse||disabuse.v.01	blame||blame.v.01@@@4077	leaf
romanize||romanize.v.01	root	disengage||disengage.v.03@@@1045
revise||revise.v.01	wrong||wrong.v.01@@@12504	ensnare||ensnare.v.01@@@12797
amend||amend.v.01	root	sacrifice||sacrifice.v.02@@@6535
initial||initial.v.01	root	rest||rest.v.08@@@8026
document||document.v.01	compress||compress.v.02@@@6876	prim||prim.v.02@@@669
underline||underline.v.02	root	test||test.v.04@@@13624
handwrite||handwrite.v.01	compress||compress.v.01@@@6883	tamp_down||tamp_down.v.01@@@7822
jot_down||jot_down.v.01	blame||blame.v.01@@@4077	leaf
point_up||point_up.v.01	root	ramp||ramp.v.04@@@9550
predicate||predicate.v.01	root	sour||sour.v.02@@@10960
note||note.v.01	disintegrate||disintegrate.v.01@@@1942	crumble||crumble.v.02@@@1941
name||name.v.02	reproduce||reproduce.v.01@@@8644	duplicate||duplicate.v.01@@@8633
dub||dub.v.01	move||move.v.04@@@9202	immigrate||immigrate.v.01@@@2025
excommunicate||excommunicate.v.01	request||request.v.01@@@3685	brazen||brazen.v.01@@@4192
theologize||theologize.v.01	reproduce||reproduce.v.01@@@8644	duplicate||duplicate.v.01@@@8633
queer||queer.v.02	chip||chip.v.01@@@6166	peel_off||peel_off.v.04@@@6167
compromise||compromise.v.03	root	shrink||shrink.v.04@@@1142
