Query	Parent	Child
crystallize||crystallize.v.04	crystallize||crystallize.v.04@@@2163	devitrify||devitrify.v.01@@@2462
bail_out||bail_out.v.02	transport||transport.v.01@@@9719	tide||tide.v.02@@@9301
exhaust||exhaust.v.04	compose||compose.v.02@@@8495	melodize||melodize.v.01@@@8502
sluice||sluice.v.02	adore||adore.v.01@@@8848	drool_over||drool_over.v.01@@@9086
match||match.v.05	azure||azure.v.01@@@1363	leaf
precipitate||precipitate.v.02	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
blow||blow.v.06	azure||azure.v.01@@@1363	leaf
block||block.v.14	azure||azure.v.01@@@1363	leaf
mar||mar.v.01	chrome||chrome.v.01@@@6921	leaf
harmonize||harmonize.v.06	azure||azure.v.01@@@1363	leaf
harmonize||harmonize.v.05	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
get_through||get_through.v.01	interrupt||interrupt.v.04@@@1778	cut_short||cut_short.v.01@@@1771
glorify||glorify.v.02	azure||azure.v.01@@@1363	leaf
foul||foul.v.05	waste||waste.v.02@@@5645	leaf
decontaminate||decontaminate.v.01	dry||dry.v.01@@@1035	dehydrate||dehydrate.v.02@@@998
maroon||maroon.v.02	go_out||go_out.v.02@@@9143	leaf
stuff||stuff.v.05	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
calcify||calcify.v.04	convert||convert.v.02@@@557	lapidify||lapidify.v.01@@@2473
topdress||topdress.v.01	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
flag||flag.v.02	azure||azure.v.01@@@1363	leaf
nobble||nobble.v.04	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
equip||equip.v.02	equip||equip.v.01@@@11659	instrument||instrument.v.01@@@11662
diagonalize||diagonalize.v.01	segment||segment.v.01@@@7769	syllabify||syllabify.v.01@@@7770
prim||prim.v.01	change||change.v.02@@@547	prim||prim.v.01@@@2566
camp||camp.v.03	habituate||habituate.v.02@@@1308	addict||addict.v.01@@@5667
hack||hack.v.06	azure||azure.v.01@@@1363	leaf
delouse||delouse.v.01	expel||expel.v.01@@@12448	leaf
derate||derate.v.01	modify||modify.v.01@@@781	load||load.v.05@@@2369
rubify||rubify.v.01	venesect||venesect.v.01@@@413	leaf
ream||ream.v.03	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
emasculate||emasculate.v.01	weaken||weaken.v.01@@@1069	emasculate||emasculate.v.01@@@2666
bring_home||bring_home.v.01	azure||azure.v.01@@@1363	leaf
catch_on||catch_on.v.02	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
broil||broil.v.02	change||change.v.01@@@611	leaf
decrescendo||decrescendo.v.01	azure||azure.v.01@@@1363	leaf
erupt||erupt.v.04	break||break.v.02@@@1628	burst||burst.v.08@@@1624
save||save.v.06	azure||azure.v.01@@@1363	leaf
transition||transition.v.01	change||change.v.02@@@547	flow_away||flow_away.v.01@@@2186
rarefy||rarefy.v.02	color||color.v.01@@@1360	imbue||imbue.v.03@@@1381
uniformize||uniformize.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
transfer||transfer.v.09	transfer||transfer.v.04@@@10022	carry_over||carry_over.v.04@@@10027
draw||draw.v.16	interact||interact.v.01@@@11865	introduce||introduce.v.01@@@4344
spice||spice.v.01	azure||azure.v.01@@@1363	leaf
fall||fall.v.26	decay||decay.v.02@@@986	ruin||ruin.v.06@@@2871
hydrolyze||hydrolyze.v.01	change||change.v.02@@@547	leaf
recombine||recombine.v.01	recombine||recombine.v.01@@@2799	leaf
constitutionalize||constitutionalize.v.03	state||state.v.01@@@4854	explain||explain.v.02@@@5137
rationalize||rationalize.v.05	dry||dry.v.01@@@1035	dehydrate||dehydrate.v.02@@@998
stalinize||stalinize.v.01	azure||azure.v.01@@@1363	leaf
destalinize||destalinize.v.01	change||change.v.01@@@611	destalinize||destalinize.v.01@@@2815
plasticize||plasticize.v.02	insert||insert.v.02@@@872	leaf
leave_off||leave_off.v.03	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
isomerize||isomerize.v.02	change||change.v.02@@@547	leaf
ozonize||ozonize.v.01	convert||convert.v.02@@@557	ozonize||ozonize.v.01@@@2910
perceive||perceive.v.02	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
attorn||attorn.v.01	lease||lease.v.04@@@11015	leaf
understand||understand.v.03	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
ignore||ignore.v.05	disturb||disturb.v.01@@@8812	worry||worry.v.03@@@8789
trip_up||trip_up.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
learn||learn.v.04	interact||interact.v.01@@@11865	body||body.v.01@@@13372
retrain||retrain.v.02	azure||azure.v.01@@@1363	leaf
forget||forget.v.02	azure||azure.v.01@@@1363	leaf
jilt||jilt.v.01	reject||reject.v.04@@@3884	rebuff||rebuff.v.01@@@3891
walk_out||walk_out.v.03	object||object.v.02@@@13669	leaf
err||err.v.01	azure||azure.v.01@@@1363	leaf
misdate||misdate.v.01	azure||azure.v.01@@@1363	leaf
puzzle_over||puzzle_over.v.01	azure||azure.v.01@@@1363	leaf
spiritualize||spiritualize.v.01	rede||rede.v.01@@@4519	leaf
take||take.v.06	state||state.v.01@@@4854	explain||explain.v.02@@@5137
anagram||anagram.v.01	azure||azure.v.01@@@1363	leaf
read||read.v.04	azure||azure.v.01@@@1363	leaf
solve||solve.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
subtract||subtract.v.01	categorize||categorize.v.01@@@3235	dichotomize||dichotomize.v.01@@@3229
raise||raise.v.23	allocate||allocate.v.01@@@11135	leaf
distinguish||distinguish.v.03	azure||azure.v.01@@@1363	leaf
compare||compare.v.03	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
classify||classify.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
rate||rate.v.01	evaluate||evaluate.v.02@@@3296	rate||rate.v.01@@@3238
come||come.v.21	azure||azure.v.01@@@1363	leaf
collate||collate.v.01	azure||azure.v.01@@@1363	leaf
source||source.v.02	designate||designate.v.01@@@4948	name||name.v.01@@@4941
disprove||disprove.v.01	azure||azure.v.01@@@1363	leaf
quantize||quantize.v.01	adjust||adjust.v.03@@@684	leaf
approve||approve.v.02	azure||azure.v.01@@@1363	leaf
disapprove||disapprove.v.01	azure||azure.v.01@@@1363	leaf
hand-pick||hand-pick.v.01	azure||azure.v.01@@@1363	leaf
book||book.v.01	compose||compose.v.02@@@8495	instrument||instrument.v.02@@@8508
censor||censor.v.02	come_down||come_down.v.05@@@4013	leaf
believe||believe.v.01	azure||azure.v.01@@@1363	leaf
receive||receive.v.06	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
doubt||doubt.v.01	azure||azure.v.01@@@1363	leaf
assay||assay.v.01	rough-sand||rough-sand.v.01@@@6868	leaf
project||project.v.08	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
decouple||decouple.v.02	coexist||coexist.v.02@@@12933	overlap||overlap.v.01@@@13191
pin_down||pin_down.v.01	whelk||whelk.v.01@@@5554	leaf
presuppose||presuppose.v.02	imply||imply.v.02@@@4485	presuppose||presuppose.v.02@@@3506
explode||explode.v.03	affect||affect.v.05@@@8799	leaf
ferret_out||ferret_out.v.01	investigate||investigate.v.01@@@3849	cast_about||cast_about.v.01@@@3201
budget_for||budget_for.v.01	azure||azure.v.01@@@1363	leaf
flabbergast||flabbergast.v.01	awe||awe.v.01@@@8853	overawe||overawe.v.01@@@8854
personify||personify.v.03	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
impress||impress.v.03	inspire||inspire.v.01@@@9011	encourage||encourage.v.02@@@9038
draw||draw.v.04	azure||azure.v.01@@@1363	leaf
refocus||refocus.v.02	azure||azure.v.01@@@1363	leaf
synchronize||synchronize.v.04	azure||azure.v.01@@@1363	leaf
drink_in||drink_in.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
keep_note||keep_note.v.01	state||state.v.01@@@4854	present||present.v.02@@@3778
grab||grab.v.06	perceive||perceive.v.01@@@10518	spy||spy.v.03@@@10792
call||call.v.25	shout||shout.v.02@@@4400	halloo||halloo.v.02@@@4404
think||think.v.09	sluice||sluice.v.02@@@2220	leaf
communicate||communicate.v.02	communicate||communicate.v.01@@@3631	get_across||get_across.v.01@@@3643
diphthongize||diphthongize.v.01	retroflex||retroflex.v.01@@@10145	leaf
vocalize||vocalize.v.05	azure||azure.v.01@@@1363	leaf
apostatize||apostatize.v.01	abandon||abandon.v.01@@@11106	leaf
intercede||intercede.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
renegociate||renegociate.v.02	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
agree||agree.v.02	declare||declare.v.01@@@4857	count_out||count_out.v.01@@@5321
hustle||hustle.v.05	urge||urge.v.01@@@3744	bull||bull.v.01@@@11851
soft-soap||soft-soap.v.02	interact||interact.v.01@@@11865	leaf
encourage||encourage.v.03	azure||azure.v.01@@@1363	leaf
entice||entice.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
drag||drag.v.10	azure||azure.v.01@@@1363	leaf
question||question.v.03	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
interpellate||interpellate.v.01	azure||azure.v.01@@@1363	leaf
spoonfeed||spoonfeed.v.02	teach||teach.v.01@@@4022	spoonfeed||spoonfeed.v.02@@@3843
settle||settle.v.12	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
interview||interview.v.03	initiate||initiate.v.02@@@8171	debut||debut.v.01@@@8555
deny||deny.v.07	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
confess||confess.v.03	proclaim||proclaim.v.01@@@4703	leaf
disavow||disavow.v.01	disclaim||disclaim.v.01@@@3708	leaf
attest||attest.v.02	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
fib||fib.v.01	azure||azure.v.01@@@1363	leaf
blame||blame.v.02	blame||blame.v.02@@@4078	leaf
joke||joke.v.01	azure||azure.v.01@@@1363	leaf
gag||gag.v.04	azure||azure.v.01@@@1363	leaf
cheer||cheer.v.05	azure||azure.v.01@@@1363	leaf
lighten||lighten.v.03	silverplate||silverplate.v.01@@@6923	leaf
ensky||ensky.v.01	exalt||exalt.v.04@@@2683	deify||deify.v.02@@@2684
acclaim||acclaim.v.01	praise||praise.v.01@@@4135	acclaim||acclaim.v.01@@@4160
rip||rip.v.04	assail||assail.v.01@@@5419	leaf
curse||curse.v.02	azure||azure.v.01@@@1363	leaf
impeach||impeach.v.01	assert||assert.v.01@@@4884	plead||plead.v.04@@@4882
bode||bode.v.01	smock||smock.v.01@@@8349	leaf
reacquaint||reacquaint.v.01	azure||azure.v.01@@@1363	leaf
recommend||recommend.v.01	azure||azure.v.01@@@1363	leaf
research||research.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
submit||submit.v.06	evaluate||evaluate.v.02@@@3296	admit||admit.v.01@@@3969
return||return.v.16	execute||execute.v.07@@@4793	leaf
compliment||compliment.v.01	azure||azure.v.01@@@1363	leaf
remember||remember.v.05	azure||azure.v.01@@@1363	leaf
pledge||pledge.v.01	azure||azure.v.01@@@1363	leaf
swear||swear.v.03	pledge||pledge.v.01@@@4264	profess||profess.v.06@@@4283
reinsure||reinsure.v.03	azure||azure.v.01@@@1363	leaf
thank||thank.v.01	communicate||communicate.v.01@@@3631	wish||wish.v.05@@@4354
apologize||apologize.v.02	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
ask||ask.v.05	communicate||communicate.v.01@@@3631	call||call.v.07@@@12101
prologize||prologize.v.01	declare||declare.v.01@@@4857	count_out||count_out.v.01@@@5321
shriek||shriek.v.01	utter||utter.v.02@@@4727	leaf
say||say.v.11	azure||azure.v.01@@@1363	leaf
show||show.v.10	confirm||confirm.v.01@@@3277	prove_oneself||prove_oneself.v.01@@@3272
say||say.v.07	azure||azure.v.01@@@1363	leaf
flash||flash.v.04	azure||azure.v.01@@@1363	leaf
rip_out||rip_out.v.01	interact||interact.v.01@@@11865	leaf
euphemize||euphemize.v.01	azure||azure.v.01@@@1363	leaf
betray||betray.v.01	mock||mock.v.01@@@4105	unmask||unmask.v.01@@@4505
spill_the_beans||spill_the_beans.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
spell||spell.v.01	azure||azure.v.01@@@1363	leaf
vent||vent.v.01	utter||utter.v.02@@@4727	leaf
aspirate||aspirate.v.02	azure||azure.v.01@@@1363	leaf
lexicalize||lexicalize.v.01	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
talk||talk.v.01	communicate||communicate.v.01@@@3631	entice||entice.v.01@@@3820
broach||broach.v.01	talk_of||talk_of.v.01@@@4541	broach||broach.v.01@@@4643
clock_in||clock_in.v.01	affect||affect.v.02@@@85	leaf
bandy_about||bandy_about.v.01	interact||interact.v.01@@@11865	bandy_about||bandy_about.v.01@@@4666
popularize||popularize.v.01	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
air||air.v.03	air||air.v.03@@@4679	colorcast||colorcast.v.01@@@4664
announce||announce.v.04	azure||azure.v.01@@@1363	leaf
blare_out||blare_out.v.01	azure||azure.v.01@@@1363	leaf
dramatize||dramatize.v.02	azure||azure.v.01@@@1363	leaf
portray||portray.v.01	granulate||granulate.v.03@@@492	leaf
enlighten||enlighten.v.01	silverplate||silverplate.v.01@@@6923	leaf
disabuse||disabuse.v.01	forget||forget.v.01@@@3032	leaf
romanize||romanize.v.01	azure||azure.v.01@@@1363	leaf
revise||revise.v.01	whelk||whelk.v.01@@@5554	leaf
amend||amend.v.01	azure||azure.v.01@@@1363	leaf
initial||initial.v.01	azure||azure.v.01@@@1363	leaf
document||document.v.01	azure||azure.v.01@@@1363	leaf
underline||underline.v.02	azure||azure.v.01@@@1363	leaf
handwrite||handwrite.v.01	azure||azure.v.01@@@1363	leaf
jot_down||jot_down.v.01	compose||compose.v.02@@@8495	set_to_music||set_to_music.v.01@@@8497
point_up||point_up.v.01	mud||mud.v.02@@@6730	leaf
predicate||predicate.v.01	azure||azure.v.01@@@1363	leaf
note||note.v.01	azure||azure.v.01@@@1363	leaf
name||name.v.02	designate||designate.v.01@@@4948	name||name.v.01@@@4941
dub||dub.v.01	designate||designate.v.01@@@4948	entitle||entitle.v.02@@@4944
excommunicate||excommunicate.v.01	condemn||condemn.v.02@@@4134	leaf
theologize||theologize.v.01	put||put.v.04@@@5641	leaf
queer||queer.v.02	azure||azure.v.01@@@1363	leaf
compromise||compromise.v.03	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
semaphore||semaphore.v.01	azure||azure.v.01@@@1363	leaf
heliograph||heliograph.v.01	communicate||communicate.v.01@@@3631	bear_down||bear_down.v.06@@@3675
spit||spit.v.02	protest||protest.v.02@@@12541	leaf
place||place.v.16	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
declaim||declaim.v.01	azure||azure.v.01@@@1363	leaf
assibilate||assibilate.v.01	ring_out||ring_out.v.01@@@10855	leaf
roll||roll.v.15	flush||flush.v.02@@@2219	wash_down||wash_down.v.02@@@2218
catcall||catcall.v.01	utter||utter.v.02@@@4727	leaf
carry||carry.v.17	communicate||communicate.v.01@@@3631	carry||carry.v.17@@@5112
ask||ask.v.07	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
take_the_bull_by_the_horns||take_the_bull_by_the_horns.v.01	flinch||flinch.v.01@@@10273	shrink_back||shrink_back.v.01@@@10274
bear_down||bear_down.v.04	force||force.v.08@@@6667	attract||attract.v.03@@@6665
fistfight||fistfight.v.01	contend||contend.v.06@@@5269	fistfight||fistfight.v.01@@@5223
drop_out||drop_out.v.01	get_the_better_of||get_the_better_of.v.01@@@5360	get_the_best||get_the_best.v.01@@@5335
place||place.v.15	azure||azure.v.01@@@1363	leaf
brigade||brigade.v.01	group||group.v.02@@@5266	brigade||brigade.v.01@@@5268
fight||fight.v.02	wax||wax.v.01@@@6219	beeswax||beeswax.v.01@@@6220
discharge||discharge.v.10	discharge||discharge.v.10@@@5303	demobilize||demobilize.v.02@@@5256
lose||lose.v.02	azure||azure.v.01@@@1363	leaf
take||take.v.41	azure||azure.v.01@@@1363	leaf
outsail||outsail.v.01	azure||azure.v.01@@@1363	leaf
