Query	Parent	Child
examine||examine.v.02	observe||observe.v.04	scout||scout.v.01
pledge||pledge.v.01	promise||promise.v.01	pseudo leaf
extend||extend.v.06	pseudo root	pseudo leaf
activate||activate.v.05	change||change.v.01	pseudo leaf
destalinize||destalinize.v.01	counteract||counteract.v.03	pseudo leaf
discharge||discharge.v.10	pseudo root	pseudo leaf
scale||scale.v.08	measure||measure.v.01	pseudo leaf
kayak||kayak.v.01	travel||travel.v.01	pseudo leaf
trickle||trickle.v.01	run||run.v.01	pseudo leaf
bunk_off||bunk_off.v.01	play||play.v.01	pseudo leaf
incarnate||incarnate.v.02	portray||portray.v.02	pseudo leaf
bring||bring.v.06	escort||escort.v.01	pseudo leaf
stand||stand.v.01	pseudo root	pseudo leaf
jot_down||jot_down.v.01	write||write.v.02	pseudo leaf
x-ray||x-ray.v.01	analyze||analyze.v.01	pseudo leaf
perturb||perturb.v.01	worry||worry.v.03	pseudo leaf
confirm||confirm.v.05	pseudo root	pseudo leaf
noose||noose.v.01	fasten||fasten.v.01	pseudo leaf
dehydrogenate||dehydrogenate.v.01	remove||remove.v.01	pseudo leaf
move_in||move_in.v.03	pseudo root	pseudo leaf
sectionalize||sectionalize.v.01	divide||divide.v.01	pseudo leaf
machicolate||machicolate.v.01	fill||fill.v.01	pseudo leaf
bring_up||bring_up.v.05	stop||stop.v.04	pseudo leaf
rap||rap.v.03	perform||perform.v.01	pseudo leaf
desire||desire.v.03	express_emotion||express_emotion.v.01	pseudo leaf
impress||impress.v.03	change||change.v.01	pseudo leaf
amend||amend.v.01	change||change.v.01	pseudo leaf
pertain||pertain.v.02	pseudo root	pseudo leaf
hydrate||hydrate.v.01	water||water.v.02	pseudo leaf
overlie||overlie.v.02	kill||kill.v.01	pseudo leaf
bilge||bilge.v.01	leak||leak.v.03	pseudo leaf
flip||flip.v.05	move||move.v.02	pseudo leaf
pin_down||pin_down.v.01	define||define.v.02	pseudo leaf
double_over||double_over.v.01	bend||bend.v.01	pseudo leaf
file_out||file_out.v.01	march||march.v.01	pseudo leaf
close||close.v.15	end||end.v.01	pseudo leaf
sugar||sugar.v.01	sweeten||sweeten.v.02	pseudo leaf
rag||rag.v.03	play||play.v.02	pseudo leaf
temper||temper.v.04	change||change.v.01	pseudo leaf
theologize||theologize.v.01	think||think.v.03	pseudo leaf
uproot||uproot.v.01	scat||scat.v.01	pseudo leaf
hop||hop.v.06	pseudo root	pseudo leaf
subject||subject.v.02	pseudo root	pseudo leaf
harmonize||harmonize.v.02	compose||compose.v.02	melodize||melodize.v.01
collide||collide.v.02	pseudo root	pseudo leaf
come||come.v.20	pseudo root	pseudo leaf
fly||fly.v.05	move||move.v.02	pseudo leaf
endanger||endanger.v.01	pseudo root	pseudo leaf
ozonize||ozonize.v.01	oxidize||oxidize.v.02	pseudo leaf
erupt||erupt.v.04	pseudo root	pseudo leaf
beat||beat.v.13	avoid||avoid.v.03	pseudo leaf
supinate||supinate.v.01	turn||turn.v.01	pseudo leaf
touch||touch.v.01	pseudo root	pseudo leaf
come_to_life||come_to_life.v.02	appear||appear.v.02	pseudo leaf
excavate||excavate.v.02	find||find.v.01	pseudo leaf
intermarry||intermarry.v.01	marry||marry.v.01	pseudo leaf
misally||misally.v.01	ally||ally.v.01	pseudo leaf
avert||avert.v.02	pseudo root	pseudo leaf
spat||spat.v.06	spawn||spawn.v.02	pseudo leaf
leapfrog||leapfrog.v.02	descend||descend.v.01	pseudo leaf
sink||sink.v.04	descend||descend.v.01	pseudo leaf
reduce||reduce.v.03	weaken||weaken.v.01	pseudo leaf
desensitize||desensitize.v.02	desensitize||desensitize.v.01	pseudo leaf
unhook||unhook.v.01	remove||remove.v.01	pseudo leaf
spring||spring.v.04	change||change.v.01	pseudo leaf
fall||fall.v.26	change||change.v.01	pseudo leaf
backfire||backfire.v.01	change||change.v.01	pseudo leaf
design||design.v.06	invent||invent.v.01	pseudo leaf
reside||reside.v.01	populate||populate.v.01	lodge||lodge.v.01
stiffen||stiffen.v.01	stiffen||stiffen.v.02	rigidify||rigidify.v.02
bode||bode.v.01	indicate||indicate.v.02	pseudo leaf
ride||ride.v.02	travel||travel.v.01	pseudo leaf
confess||confess.v.03	pseudo root	pseudo leaf
betray||betray.v.01	pseudo root	pseudo leaf
decontaminate||decontaminate.v.01	get_rid_of||get_rid_of.v.01	pseudo leaf
misdate||misdate.v.01	date||date.v.03	pseudo leaf
rarefy||rarefy.v.02	change||change.v.01	pseudo leaf
behoove||behoove.v.01	pseudo root	pseudo leaf
transpire||transpire.v.02	exude||exude.v.01	pseudo leaf
decamp||decamp.v.03	exit||exit.v.01	pseudo leaf
deploy||deploy.v.01	move||move.v.02	mobilize||mobilize.v.04
say||say.v.11	indicate||indicate.v.02	pseudo leaf
die||die.v.05	feel||feel.v.01	pseudo leaf
diphthongize||diphthongize.v.01	change||change.v.01	pseudo leaf
pass||pass.v.14	pseudo root	pseudo leaf
amerce||amerce.v.01	punish||punish.v.01	pseudo leaf
soft-soap||soft-soap.v.02	flatter||flatter.v.01	pseudo leaf
slip||slip.v.09	pseudo root	pseudo leaf
swear||swear.v.03	promise||promise.v.01	pseudo leaf
lock||lock.v.03	change||change.v.01	pseudo leaf
ferry||ferry.v.02	transport||transport.v.01	pseudo leaf
cry_out_for||cry_out_for.v.01	need||need.v.03	pseudo leaf
partition||partition.v.02	divide||divide.v.01	pseudo leaf
sponsor||sponsor.v.02	command||command.v.01	pseudo leaf
transpire||transpire.v.05	change||change.v.01	pseudo leaf
compliment||compliment.v.01	praise||praise.v.01	pseudo leaf
fistfight||fistfight.v.01	battle||battle.v.01	pseudo leaf
checker||checker.v.02	change||change.v.01	pseudo leaf
visit||visit.v.04	meet||meet.v.01	pseudo leaf
tack||tack.v.02	turn||turn.v.01	pseudo leaf
prosecute||prosecute.v.02	pseudo root	pseudo leaf
rear_back||rear_back.v.02	anger||anger.v.01	pseudo leaf
euphemize||euphemize.v.01	refer||refer.v.02	pseudo leaf
lubricate||lubricate.v.01	change||change.v.01	pseudo leaf
strew||strew.v.02	cover||cover.v.01	pseudo leaf
adjust||adjust.v.04	change||change.v.02	conform_to||conform_to.v.02
fry||fry.v.01	heat||heat.v.01	pseudo leaf
reinsure||reinsure.v.03	insure||insure.v.04	pseudo leaf
lacquer||lacquer.v.01	coat||coat.v.01	pseudo leaf
deflate||deflate.v.01	collapse||collapse.v.01	pseudo leaf
save||save.v.06	pseudo root	pseudo leaf
luxuriate||luxuriate.v.03	thrive||thrive.v.02	pseudo leaf
subluxate||subluxate.v.01	injure||injure.v.01	pseudo leaf
satisfice||satisfice.v.01	endeavor||endeavor.v.01	pseudo leaf
contort||contort.v.01	change_shape||change_shape.v.01	press||press.v.04
demolish||demolish.v.01	destroy||destroy.v.01	pseudo leaf
rip_out||rip_out.v.01	pseudo root	pseudo leaf
take||take.v.33	pseudo root	pseudo leaf
document||document.v.01	record||record.v.01	pseudo leaf
subvert||subvert.v.04	destroy||destroy.v.01	pseudo leaf
spoonfeed||spoonfeed.v.01	feed||feed.v.01	pseudo leaf
ruminate||ruminate.v.01	chew||chew.v.01	pseudo leaf
heliograph||heliograph.v.01	inform||inform.v.01	pseudo leaf
subsume||subsume.v.01	include||include.v.01	pseudo leaf
vary||vary.v.04	change||change.v.01	pseudo leaf
stub||stub.v.01	pull||pull.v.01	pseudo leaf
push_up||push_up.v.01	push||push.v.01	pseudo leaf
connive||connive.v.01	induce||induce.v.02	pseudo leaf
burst||burst.v.08	break||break.v.02	pseudo leaf
kiboze||test.test.433	search||search.v.01	pseudo leaf
step_on||step_on.v.01	pseudo root	pseudo leaf
vent||vent.v.01	give_voice||give_voice.v.01	pseudo leaf
cork||cork.v.02	stuff||stuff.v.01	pseudo leaf
clear||clear.v.24	pseudo root	pseudo leaf
solemnize||solemnize.v.02	officiate||officiate.v.01	pseudo leaf
rig||rig.v.03	attach||attach.v.01	pseudo leaf
wash||wash.v.10	change||change.v.01	pseudo leaf
encourage||encourage.v.03	promote||promote.v.01	spur||spur.v.01
spit||spit.v.02	express_emotion||express_emotion.v.01	pseudo leaf
swing||swing.v.02	travel||travel.v.01	pseudo leaf
draw||draw.v.16	lead||lead.v.01	pseudo leaf
emote||emote.v.01	express_emotion||express_emotion.v.01	pseudo leaf
ferret_out||ferret_out.v.01	search||search.v.01	pseudo leaf
piddle||piddle.v.01	idle||idle.v.01	pseudo leaf
instrument||instrument.v.01	equip||equip.v.01	pseudo leaf
alphabetize||alphabetize.v.02	give||give.v.03	pseudo leaf
disadvantage||disadvantage.v.01	change||change.v.01	pseudo leaf
unhand||unhand.v.01	remove||remove.v.01	pseudo leaf
snap||snap.v.04	strike||strike.v.01	pseudo leaf
design||design.v.05	create||create.v.02	pseudo leaf
chute||chute.v.01	descend||descend.v.01	pseudo leaf
slam||slam.v.02	strike||strike.v.01	pseudo leaf
cheque||cheque.v.01	pseudo root	pseudo leaf
totter||totter.v.01	travel||travel.v.01	pseudo leaf
occupy||occupy.v.02	pseudo root	pseudo leaf
charge||charge.v.12	pay||pay.v.01	pseudo leaf
flash||flash.v.04	appear||appear.v.02	pseudo leaf
rationalize||rationalize.v.05	change||change.v.01	pseudo leaf
map||map.v.06	pseudo root	pseudo leaf
league||league.v.01	join||join.v.02	pseudo leaf
bracket||bracket.v.01	support||support.v.01	pseudo leaf
reclaim||reclaim.v.02	change||change.v.01	pseudo leaf
tariff||tariff.v.01	levy||levy.v.01	pseudo leaf
stand_by||stand_by.v.03	pseudo root	pseudo leaf
raise||raise.v.23	multiply||multiply.v.02	pseudo leaf
port||port.v.05	bring||bring.v.01	pseudo leaf
point_up||point_up.v.01	stress||stress.v.01	pseudo leaf
draw_up||draw_up.v.05	halt||halt.v.01	pseudo leaf
move||move.v.03	pseudo root	pseudo leaf
walk_out||walk_out.v.03	leave||leave.v.01	pseudo leaf
leaf||leaf.v.03	produce||produce.v.01	pseudo leaf
assibilate||assibilate.v.01	insert||insert.v.02	pseudo leaf
expedite||expedite.v.01	change||change.v.01	pseudo leaf
air||air.v.03	pseudo root	pseudo leaf
chop||chop.v.01	cut||cut.v.01	pseudo leaf
retrofit||retrofit.v.01	give||give.v.03	pseudo leaf
raven||raven.v.02	hunt||hunt.v.01	pseudo leaf
dabble||dabble.v.03	work||work.v.01	pseudo leaf
interpellate||interpellate.v.01	address||address.v.01	pseudo leaf
bear||bear.v.11	possess||possess.v.01	pseudo leaf
reeve||reeve.v.01	pass||pass.v.01	pseudo leaf
sublimate||sublimate.v.01	induce||induce.v.01	pseudo leaf
draw||draw.v.35	flatten||flatten.v.01	pseudo leaf
jam||jam.v.06	pack||pack.v.02	pseudo leaf
portray||portray.v.01	represent||represent.v.09	portray||portray.v.04
punch||punch.v.02	drive||drive.v.03	pseudo leaf
reclaim||reclaim.v.01	claim||claim.v.01	pseudo leaf
match||match.v.02	fund||fund.v.01	pseudo leaf
constitutionalize||constitutionalize.v.01	legalize||legalize.v.01	pseudo leaf
golf||golf.v.01	play||play.v.01	pseudo leaf
import||import.v.01	bring||bring.v.01	pseudo leaf
control||control.v.05	regulate||regulate.v.02	pseudo leaf
see||see.v.12	visit||visit.v.01	pseudo leaf
dredge||dredge.v.03	remove||remove.v.01	pseudo leaf
photograph||photograph.v.02	undergo||undergo.v.01	pseudo leaf
fall_in||fall_in.v.02	change||change.v.01	pseudo leaf
unfold||unfold.v.02	pseudo root	pseudo leaf
acclimatize||acclimatize.v.01	adapt||adapt.v.01	pseudo leaf
drone||drone.v.01	pseudo root	pseudo leaf
update||update.v.01	change||change.v.01	pseudo leaf
stay||stay.v.04	pseudo root	pseudo leaf
call||call.v.25	announce||announce.v.01	pseudo leaf
scourge||scourge.v.01	punish||punish.v.01	pseudo leaf
take||take.v.41	obtain||obtain.v.01	pseudo leaf
carry_a_tune||test.test.527	compose||compose.v.02	pseudo leaf
break_bread||break_bread.v.01	eat||eat.v.02	pseudo leaf
spruce_up||spruce_up.v.02	dress||dress.v.01	pseudo leaf
degust||degust.v.01	savor||savor.v.03	pseudo leaf
approve||approve.v.02	evaluate||evaluate.v.02	pseudo leaf
strip||strip.v.13	remove||remove.v.01	pseudo leaf
protect||protect.v.01	defend||defend.v.02	shield||shield.v.01
tone||tone.v.04	color||color.v.01	pseudo leaf
romanize||romanize.v.01	write||write.v.01	pseudo leaf
antagonize||antagonize.v.02	oppose||oppose.v.01	pseudo leaf
skim||skim.v.05	coat||coat.v.01	pseudo leaf
vocalize||vocalize.v.05	utter||utter.v.02	pseudo leaf
rebate||rebate.v.01	reduce||reduce.v.01	pseudo leaf
rejuvenate||rejuvenate.v.05	mature||mature.v.01	pseudo leaf
expatriate||expatriate.v.02	migrate||migrate.v.01	pseudo leaf
hack||hack.v.02	manage||manage.v.02	pseudo leaf
come||come.v.21	pseudo root	pseudo leaf
frog||frog.v.01	hunt||hunt.v.01	pseudo leaf
shadowbox||shadowbox.v.01	fight||fight.v.03	pseudo leaf
welcome||welcome.v.01	accept||accept.v.01	pseudo leaf
deaccession||deaccession.v.01	sell||sell.v.01	pseudo leaf
supinate||supinate.v.01	turn||turn.v.01	pseudo leaf
corral||corral.v.03	gather||gather.v.01	pseudo leaf
automobile||automobile.v.01	travel||travel.v.01	pseudo leaf
egg||egg.v.01	throw||throw.v.01	pseudo leaf
mow||mow.v.01	cut||cut.v.01	pseudo leaf
harness||harness.v.03	control||control.v.01	pseudo leaf
tie||tie.v.05	pseudo root	pseudo leaf
epoxy||epoxy.v.01	glue||glue.v.01	pseudo leaf
backhand||backhand.v.01	strike||strike.v.01	pseudo leaf
bounce||bounce.v.02	pseudo root	pseudo leaf
close||close.v.04	conclude||conclude.v.02	pseudo leaf
mellow||mellow.v.02	change||change.v.01	pseudo leaf
constitutionalize||constitutionalize.v.03	change||change.v.01	pseudo leaf
bandy_about||bandy_about.v.01	hash_out||hash_out.v.01	pseudo leaf
preexist||preexist.v.01	exist||exist.v.01	pseudo leaf
unionize||unionize.v.01	organize||organize.v.02	pseudo leaf
construct||construct.v.05	create_by_mental_act||create_by_mental_act.v.01	pseudo leaf
spiritualize||spiritualize.v.01	change||change.v.01	pseudo leaf
decompose||decompose.v.01	separate||separate.v.05	macerate||macerate.v.01
eject||eject.v.01	expel||expel.v.01	pseudo leaf
slat||slat.v.01	equip||equip.v.01	pseudo leaf
flense||flense.v.01	shed||shed.v.01	pseudo leaf
lump||lump.v.01	arrange||arrange.v.01	pseudo leaf
gerrymander||gerrymander.v.01	divide||divide.v.01	pseudo leaf
depart||depart.v.03	pseudo root	pseudo leaf
harmonize||harmonize.v.06	change||change.v.01	pseudo leaf
fret||fret.v.07	carve||carve.v.01	pseudo leaf
decrescendo||decrescendo.v.01	soften||soften.v.01	pseudo leaf
become||become.v.01	change||change.v.02	be_born||be_born.v.01
shoot||shoot.v.10	emit||emit.v.01	pseudo leaf
source||source.v.02	specify||specify.v.04	pseudo leaf
shamanize||shamanize.v.01	practice||practice.v.01	pseudo leaf
waste||waste.v.08	change||change.v.01	pseudo leaf
park||park.v.01	put||put.v.01	pseudo leaf
feed||feed.v.02	pseudo root	pseudo leaf
typify||typify.v.01	embody||embody.v.03	pseudo leaf
dedifferentiate||dedifferentiate.v.01	change||change.v.01	pseudo leaf
come_to_life||come_to_life.v.01	originate||originate.v.01	pseudo leaf
plot||plot.v.04	plan||plan.v.01	pseudo leaf
ask_for_it||ask_for_it.v.01	pseudo root	pseudo leaf
stipple||stipple.v.01	engrave||engrave.v.04	pseudo leaf
mirror||mirror.v.01	reflect||reflect.v.03	pseudo leaf
eagle||eagle.v.02	shoot||shoot.v.02	pseudo leaf
fence||fence.v.01	enclose||enclose.v.02	pseudo leaf
jilt||jilt.v.01	dismiss||dismiss.v.01	pseudo leaf
involve||involve.v.01	interact||interact.v.01	pseudo leaf
lose||lose.v.06	pseudo root	pseudo leaf
globe-trot||globe-trot.v.01	sightsee||sightsee.v.01	pseudo leaf
uniformize||uniformize.v.01	change||change.v.01	pseudo leaf
engage||engage.v.04	request||request.v.01	pseudo leaf
acclaim||acclaim.v.01	praise||praise.v.01	pseudo leaf
mitigate||mitigate.v.02	change||change.v.01	pseudo leaf
hold||hold.v.28	pseudo root	pseudo leaf
gobsmack||val.withdef.72	elate||elate.v.01	pseudo leaf
lacerate||lacerate.v.01	tear||tear.v.01	pseudo leaf
question||question.v.03	address||address.v.01	pseudo leaf
frap||frap.v.01	fasten||fasten.v.01	pseudo leaf
outweigh||outweigh.v.01	pseudo root	pseudo leaf
shame||shame.v.02	shame||shame.v.03	pseudo leaf
book||book.v.01	perform||perform.v.03	pseudo leaf
rusticate||rusticate.v.04	change||change.v.01	pseudo leaf
float||float.v.05	travel||travel.v.01	pseudo leaf
resemble||resemble.v.01	pseudo root	pseudo leaf
tribulate||tribulate.v.01	afflict||afflict.v.01	pseudo leaf
replant||replant.v.01	change||change.v.01	pseudo leaf
bush||bush.v.01	give||give.v.03	pseudo leaf
luff||luff.v.02	wind||wind.v.03	pseudo leaf
chillax||test.test.399	relax||relax.v.01	pseudo leaf
spirit_away||spirit_away.v.02	scat||scat.v.01	pseudo leaf
predicate||predicate.v.01	presuppose||presuppose.v.01	pseudo leaf
catch_on||catch_on.v.02	pseudo root	pseudo leaf
bolster||bolster.v.02	prop_up||prop_up.v.01	pseudo leaf
ride||ride.v.06	pseudo root	pseudo leaf
grab||grab.v.06	capture||capture.v.02	pseudo leaf
cudgel||cudgel.v.01	strike||strike.v.01	pseudo leaf
waft||waft.v.01	travel||travel.v.01	pseudo leaf
lot||lot.v.01	divide||divide.v.01	pseudo leaf
disapprove||disapprove.v.01	evaluate||evaluate.v.02	scoff||scoff.v.02
step||step.v.08	put||put.v.01	pseudo leaf
meddle||meddle.v.01	intrude||intrude.v.01	pseudo leaf
gestate||gestate.v.01	plan||plan.v.01	pseudo leaf
settle||settle.v.12	accept||accept.v.01	pseudo leaf
crouch||crouch.v.01	change_posture||change_posture.v.01	pseudo leaf
break||break.v.53	pseudo root	pseudo leaf
accouter||accouter.v.01	provide||provide.v.02	pseudo leaf
plant||plant.v.05	position||position.v.01	pseudo leaf
recapture||recapture.v.01	experience||experience.v.01	pseudo leaf
precontract||test.test.374	change||change.v.01	pseudo leaf
grind||test.test.448	succeed||succeed.v.01	pseudo leaf
twinkle||twinkle.v.02	sparkle||sparkle.v.01	pseudo leaf
advance||advance.v.11	travel||travel.v.01	pseudo leaf
clean||clean.v.01	change||change.v.01	pseudo leaf
hawk||hawk.v.02	hunt||hunt.v.01	pseudo leaf
drizzle||drizzle.v.01	precipitate||precipitate.v.03	pseudo leaf
steal||steal.v.01	take||take.v.21	hijack||hijack.v.02
partition||partition.v.01	divide||divide.v.01	pseudo leaf
swim||swim.v.01	travel||travel.v.01	pseudo leaf
transit||transit.v.04	pass||pass.v.01	pseudo leaf
trace||trace.v.03	pseudo root	pseudo leaf
reverse-engineer||train.withdef.291	duplicate||duplicate.v.01	pseudo leaf
allowance||allowance.v.01	pay||pay.v.01	pseudo leaf
ratchet||ratchet.v.01	move||move.v.02	pseudo leaf
fall||fall.v.09	pseudo root	pseudo leaf
quantize||quantize.v.01	approximate||approximate.v.01	pseudo leaf
submit||submit.v.06	yield||yield.v.01	pseudo leaf
get_off||get_off.v.06	enjoy||enjoy.v.04	pseudo leaf
sin||sin.v.01	pseudo root	pseudo leaf
air-ship||air-ship.v.01	transport||transport.v.01	pseudo leaf
topdress||topdress.v.01	scatter||scatter.v.03	pseudo leaf
reticulate||reticulate.v.01	form||form.v.02	pseudo leaf
saber||saber.v.02	kill||kill.v.01	pseudo leaf
research||research.v.01	pseudo root	pseudo leaf
macadamize||macadamize.v.01	surface||surface.v.01	pseudo leaf
vote||vote.v.05	pseudo root	pseudo leaf
antiquate||antiquate.v.01	change||change.v.01	pseudo leaf
sublime||sublime.v.01	dissolve||dissolve.v.02	pseudo leaf
ladle||ladle.v.02	remove||remove.v.01	pseudo leaf
putt||putt.v.02	pseudo root	pseudo leaf
isomerize||isomerize.v.02	change||change.v.01	pseudo leaf
remainder||remainder.v.01	sell||sell.v.01	pseudo leaf
enamel||enamel.v.01	inlay||inlay.v.01	pseudo leaf
watch||watch.v.01	pseudo root	pseudo leaf
recurve||recurve.v.01	bend||bend.v.01	pseudo leaf
excommunicate||excommunicate.v.01	expel||expel.v.01	pseudo leaf
quench||quench.v.03	suppress||suppress.v.01	pseudo leaf
confront||confront.v.04	meet||meet.v.01	pseudo leaf
double-date||double-date.v.01	meet||meet.v.01	pseudo leaf
augment||augment.v.02	intensify||intensify.v.02	pseudo leaf
prologize||prologize.v.01	write||write.v.02	pseudo leaf
compare||compare.v.03	pseudo root	pseudo leaf
delouse||delouse.v.01	pseudo root	pseudo leaf
kick||kick.v.04	pseudo root	pseudo leaf
achieve||achieve.v.01	pseudo root	pseudo leaf
drop_out||drop_out.v.01	pseudo root	pseudo leaf
evangelize||evangelize.v.02	convert||convert.v.01	pseudo leaf
feed||feed.v.10	gratify||gratify.v.02	pseudo leaf
give_the_eye||give_the_eye.v.01	look||look.v.01	pseudo leaf
outsell||outsell.v.02	pseudo root	pseudo leaf
disinter||disinter.v.01	dig||dig.v.02	pseudo leaf
islamize||islamize.v.02	convert||convert.v.01	pseudo leaf
precipitate||precipitate.v.02	detach||detach.v.01	pseudo leaf
come||come.v.06	pseudo root	pseudo leaf
contain||contain.v.05	pseudo root	pseudo leaf
attorn||attorn.v.01	acknowledge||acknowledge.v.02	pseudo leaf
stack||stack.v.01	load||load.v.01	pseudo leaf
say||say.v.07	interact||interact.v.01	pseudo leaf
uncover||uncover.v.01	pseudo root	pseudo leaf
expiate||expiate.v.01	forgive||forgive.v.01	pseudo leaf
percolate||percolate.v.05	pseudo root	pseudo leaf
presuppose||presuppose.v.02	necessitate||necessitate.v.01	pseudo leaf
popularize||popularize.v.01	change||change.v.01	pseudo leaf
comb||comb.v.01	straighten||straighten.v.01	pseudo leaf
budget_for||budget_for.v.01	calculate||calculate.v.01	pseudo leaf
coerce||coerce.v.01	induce||induce.v.02	pseudo leaf
hack||hack.v.08	exhale||exhale.v.02	pseudo leaf
bayonet||bayonet.v.01	kill||kill.v.01	pseudo leaf
subtract||subtract.v.01	add||add.v.01	pseudo leaf
waste||waste.v.02	use||use.v.01	pseudo leaf
equip||equip.v.02	provide||provide.v.02	pseudo leaf
joke||joke.v.01	interact||interact.v.01	pseudo leaf
outsell||outsell.v.02	pseudo root	pseudo leaf
barber||barber.v.01	shave||shave.v.01	pseudo leaf
score||score.v.04	compose||compose.v.02	pseudo leaf
sideline||sideline.v.01	remove||remove.v.01	pseudo leaf
fail||fail.v.06	reject||reject.v.01	pseudo leaf
toggle||toggle.v.02	fasten||fasten.v.01	pseudo leaf
tidy||tidy.v.01	arrange||arrange.v.01	pseudo leaf
exsert||exsert.v.01	thrust||thrust.v.01	pseudo leaf
rubify||rubify.v.01	dye||dye.v.01	pseudo leaf
color||color.v.04	change||change.v.01	pseudo leaf
gate||gate.v.02	control||control.v.01	pseudo leaf
annoy||annoy.v.01	upset||upset.v.02	faze||faze.v.01
plasticize||plasticize.v.02	change||change.v.01	pseudo leaf
delight||delight.v.02	arouse||arouse.v.01	elate||elate.v.01
ask||ask.v.05	address||address.v.01	pseudo leaf
blindfold||blindfold.v.01	conceal||conceal.v.02	pseudo leaf
compromise||compromise.v.03	expose||expose.v.01	pseudo leaf
brigade||brigade.v.01	form||form.v.02	pseudo leaf
hand-pick||hand-pick.v.01	pick||pick.v.01	pseudo leaf
club||club.v.03	strike||strike.v.01	pseudo leaf
loop||loop.v.05	fasten||fasten.v.01	pseudo leaf
declaim||declaim.v.01	recite||recite.v.03	pseudo leaf
align||align.v.02	adjust||adjust.v.03	conform_to||conform_to.v.02
tattoo||tattoo.v.01	stain||stain.v.04	pseudo leaf
desulfurize||desulfurize.v.01	remove||remove.v.01	pseudo leaf
hydrolyze||hydrolyze.v.01	change||change.v.01	hydrate||hydrate.v.03
move||move.v.03	pseudo root	pseudo leaf
dissimilate||dissimilate.v.02	change||change.v.01	pseudo leaf
chug||chug.v.01	pseudo root	pseudo leaf
break||break.v.40	pseudo root	pseudo leaf
brandish||brandish.v.01	move_back_and_forth||move_back_and_forth.v.01	pseudo leaf
whine||whine.v.03	make_noise||make_noise.v.01	pseudo leaf
line_up||line_up.v.03	pseudo root	pseudo leaf
pullulate||pullulate.v.04	grow||grow.v.02	pseudo leaf
destroy||destroy.v.04	kill||kill.v.01	garrote||garrote.v.01
solve||solve.v.01	understand||understand.v.01	riddle||riddle.v.06
understand||understand.v.03	pseudo root	pseudo leaf
disperse||disperse.v.04	pseudo root	pseudo leaf
birdlime||birdlime.v.01	spread||spread.v.03	pseudo leaf
learn||learn.v.04	pseudo root	pseudo leaf
dither||dither.v.01	act||act.v.01	pseudo leaf
overflow||overflow.v.01	run||run.v.05	pseudo leaf
saltate||saltate.v.02	skip||skip.v.05	pseudo leaf
dilute||test.test.568	reduce||reduce.v.01	pseudo leaf
explode||explode.v.03	express_emotion||express_emotion.v.01	pseudo leaf
close||close.v.08	engage||engage.v.10	pseudo leaf
