Query	Parent	Child
abridge||abridge.v.02	root	leaf
grow||grow.v.04	hit||hit.v.01@@@6974	leaf
pullulate||pullulate.v.04	move||move.v.02@@@9182	leaf
manifold||manifold.v.01	change||change.v.01@@@611	leaf
leapfrog||leapfrog.v.02	change||change.v.01@@@611	leaf
rejuvenate||rejuvenate.v.03	root	leaf
antiquate||antiquate.v.01	change||change.v.01@@@611	leaf
mellow||mellow.v.02	shape||shape.v.02@@@8252	leaf
bilge||bilge.v.01	root	leaf
visit||visit.v.08	sound||sound.v.01@@@10648	leaf
tinker||tinker.v.03	change||change.v.01@@@611	leaf
copolymerize||copolymerize.v.01	change||change.v.03@@@598	leaf
ionize||ionize.v.02	change||change.v.01@@@611	leaf
dwindle||dwindle.v.01	root	leaf
desensitize||desensitize.v.02	remove||remove.v.01@@@799	leaf
wash||wash.v.10	change||change.v.01@@@611	leaf
tidy||tidy.v.01	change||change.v.01@@@611	leaf
discolor||discolor.v.03	change||change.v.01@@@611	leaf
stain||stain.v.01	change||change.v.03@@@598	leaf
hand-dye||hand-dye.v.01	utter||utter.v.02@@@4727	leaf
tone||tone.v.04	change||change.v.01@@@611	leaf
effuse||effuse.v.03	contend||contend.v.01@@@3701	leaf
bloom||bloom.v.01	root	leaf
temper||temper.v.04	see||see.v.05@@@3387	count||count.v.06@@@3363
adjust||adjust.v.04	change||change.v.02@@@547	leaf
set||set.v.05	change||change.v.01@@@611	leaf
regulate||regulate.v.01	contend||contend.v.01@@@3701	leaf
anneal||anneal.v.01	change||change.v.02@@@547	leaf
fulminate||fulminate.v.03	contend||contend.v.01@@@3701	leaf
dehydrogenate||dehydrogenate.v.01	move||move.v.02@@@9182	leaf
burst||burst.v.01	change||change.v.01@@@611	leaf
luxuriate||luxuriate.v.03	root	leaf
infuscate||infuscate.v.01	contend||contend.v.01@@@3701	leaf
shorten||shorten.v.01	root	leaf
elongate||elongate.v.01	change||change.v.01@@@611	leaf
scale||scale.v.08	shape||shape.v.02@@@8252	leaf
cork||cork.v.02	contend||contend.v.01@@@3701	leaf
barbeque||barbeque.v.01	remove||remove.v.01@@@799	leaf
draw||draw.v.33	sound||sound.v.03@@@10649	leaf
powderize||powderize.v.02	intrude||intrude.v.03@@@10823	leaf
partition||partition.v.02	worsen||worsen.v.02@@@983	leaf
burst||burst.v.08	root	leaf
stave_in||stave_in.v.01	change||change.v.01@@@611	leaf
crumb||crumb.v.02	contend||contend.v.01@@@3701	leaf
break||break.v.53	root	leaf
come||come.v.06	change||change.v.01@@@611	leaf
develop||develop.v.09	move||move.v.02@@@9182	leaf
jump_off||jump_off.v.01	change||change.v.01@@@611	leaf
begin||begin.v.03	utter||utter.v.02@@@4727	leaf
ask_for_it||ask_for_it.v.01	change||change.v.01@@@611	leaf
cut_out||cut_out.v.06	change||change.v.02@@@547	leaf
come_to_life||come_to_life.v.01	change||change.v.01@@@611	leaf
drop||drop.v.07	change||change.v.02@@@547	leaf
sublime||sublime.v.01	change||change.v.01@@@611	leaf
transpire||transpire.v.02	change||change.v.02@@@547	leaf
league||league.v.01	change||change.v.01@@@611	leaf
cool||cool.v.02	change||change.v.03@@@598	leaf
ice||ice.v.03	contend||contend.v.01@@@3701	leaf
scald||scald.v.03	change||change.v.03@@@598	leaf
decoct||decoct.v.01	contend||contend.v.01@@@3701	leaf
map||map.v.06	contend||contend.v.01@@@3701	leaf
flour||flour.v.02	contend||contend.v.01@@@3701	leaf
islamize||islamize.v.02	root	leaf
evangelize||evangelize.v.02	root	leaf
invert||invert.v.01	change||change.v.01@@@611	leaf
waste||waste.v.08	remove||remove.v.01@@@799	leaf
dull||dull.v.07	change||change.v.01@@@611	leaf
subtilize||subtilize.v.03	change||change.v.01@@@611	leaf
acclimatize||acclimatize.v.01	intrude||intrude.v.03@@@10823	leaf
fix||fix.v.12	contend||contend.v.01@@@3701	leaf
expatriate||expatriate.v.02	change||change.v.01@@@611	leaf
buckram||buckram.v.01	change||change.v.01@@@611	leaf
stiffen||stiffen.v.01	root	leaf
clamp_down||clamp_down.v.01	change||change.v.01@@@611	leaf
vanish||vanish.v.04	utter||utter.v.02@@@4727	leaf
thin_out||thin_out.v.02	root	leaf
thicken||thicken.v.03	change||change.v.02@@@547	leaf
full||full.v.02	contend||contend.v.01@@@3701	leaf
vary||vary.v.04	root	leaf
checker||checker.v.02	change||change.v.01@@@611	leaf
crystallize||crystallize.v.04	change||change.v.02@@@547	leaf
bail_out||bail_out.v.02	contend||contend.v.01@@@3701	leaf
exhaust||exhaust.v.04	contend||contend.v.01@@@3701	leaf
sluice||sluice.v.02	remove||remove.v.01@@@799	leaf
match||match.v.05	change||change.v.01@@@611	leaf
precipitate||precipitate.v.02	cheque||cheque.v.01@@@11511	leaf
blow||blow.v.06	change||change.v.01@@@611	leaf
block||block.v.14	change||change.v.01@@@611	leaf
mar||mar.v.01	change||change.v.01@@@611	leaf
harmonize||harmonize.v.06	change||change.v.01@@@611	leaf
harmonize||harmonize.v.05	change||change.v.02@@@547	leaf
get_through||get_through.v.01	contend||contend.v.01@@@3701	leaf
glorify||glorify.v.02	change||change.v.01@@@611	leaf
foul||foul.v.05	contend||contend.v.01@@@3701	leaf
decontaminate||decontaminate.v.01	charge||charge.v.01@@@5428	leaf
maroon||maroon.v.02	root	leaf
stuff||stuff.v.05	intrude||intrude.v.03@@@10823	leaf
calcify||calcify.v.04	change||change.v.01@@@611	leaf
topdress||topdress.v.01	intrude||intrude.v.03@@@10823	leaf
flag||flag.v.02	change||change.v.01@@@611	leaf
nobble||nobble.v.04	change||change.v.02@@@547	leaf
equip||equip.v.02	act||act.v.01@@@11825	leaf
diagonalize||diagonalize.v.01	shape||shape.v.03@@@650	leaf
prim||prim.v.01	contend||contend.v.01@@@3701	leaf
camp||camp.v.03	contend||contend.v.01@@@3701	leaf
hack||hack.v.06	root	leaf
delouse||delouse.v.01	root	leaf
derate||derate.v.01	sound||sound.v.03@@@10649	leaf
rubify||rubify.v.01	root	leaf
ream||ream.v.03	change||change.v.01@@@611	leaf
emasculate||emasculate.v.01	contend||contend.v.01@@@3701	leaf
bring_home||bring_home.v.01	change||change.v.01@@@611	leaf
catch_on||catch_on.v.02	root	leaf
broil||broil.v.02	change||change.v.01@@@611	leaf
decrescendo||decrescendo.v.01	remove||remove.v.01@@@799	leaf
erupt||erupt.v.04	change||change.v.01@@@611	leaf
save||save.v.06	change||change.v.01@@@611	leaf
transition||transition.v.01	change||change.v.03@@@598	leaf
rarefy||rarefy.v.02	shape||shape.v.02@@@8252	leaf
uniformize||uniformize.v.01	root	leaf
transfer||transfer.v.09	change||change.v.03@@@598	leaf
draw||draw.v.16	sound||sound.v.03@@@10649	leaf
spice||spice.v.01	change||change.v.01@@@611	leaf
fall||fall.v.26	sound||sound.v.01@@@10648	leaf
hydrolyze||hydrolyze.v.01	change||change.v.02@@@547	leaf
recombine||recombine.v.01	change||change.v.01@@@611	leaf
constitutionalize||constitutionalize.v.03	perform||perform.v.01@@@8531	leaf
rationalize||rationalize.v.05	intrude||intrude.v.03@@@10823	leaf
stalinize||stalinize.v.01	change||change.v.01@@@611	leaf
destalinize||destalinize.v.01	change||change.v.03@@@598	leaf
plasticize||plasticize.v.02	contend||contend.v.01@@@3701	leaf
leave_off||leave_off.v.03	intrude||intrude.v.03@@@10823	leaf
isomerize||isomerize.v.02	change||change.v.03@@@598	leaf
ozonize||ozonize.v.01	change||change.v.01@@@611	leaf
perceive||perceive.v.02	change||change.v.01@@@611	leaf
attorn||attorn.v.01	contend||contend.v.01@@@3701	leaf
understand||understand.v.03	change||change.v.02@@@547	leaf
ignore||ignore.v.05	contend||contend.v.01@@@3701	leaf
trip_up||trip_up.v.01	change||change.v.01@@@611	leaf
learn||learn.v.04	contend||contend.v.01@@@3701	leaf
retrain||retrain.v.02	change||change.v.01@@@611	leaf
forget||forget.v.02	change||change.v.01@@@611	leaf
jilt||jilt.v.01	hit||hit.v.01@@@6974	leaf
walk_out||walk_out.v.03	root	leaf
err||err.v.01	change||change.v.01@@@611	leaf
misdate||misdate.v.01	change||change.v.01@@@611	leaf
puzzle_over||puzzle_over.v.01	change||change.v.01@@@611	leaf
spiritualize||spiritualize.v.01	contend||contend.v.01@@@3701	leaf
take||take.v.06	contend||contend.v.01@@@3701	leaf
anagram||anagram.v.01	change||change.v.01@@@611	leaf
read||read.v.04	change||change.v.01@@@611	leaf
solve||solve.v.01	change||change.v.02@@@547	leaf
subtract||subtract.v.01	work||work.v.02@@@12016	leaf
raise||raise.v.23	contend||contend.v.01@@@3701	leaf
distinguish||distinguish.v.03	change||change.v.01@@@611	leaf
compare||compare.v.03	change||change.v.02@@@547	leaf
classify||classify.v.01	change||change.v.01@@@611	leaf
rate||rate.v.01	contend||contend.v.01@@@3701	leaf
come||come.v.21	change||change.v.01@@@611	leaf
collate||collate.v.01	change||change.v.01@@@611	leaf
source||source.v.02	contend||contend.v.01@@@3701	leaf
disprove||disprove.v.01	change||change.v.01@@@611	leaf
quantize||quantize.v.01	contend||contend.v.01@@@3701	leaf
approve||approve.v.02	change||change.v.01@@@611	leaf
disapprove||disapprove.v.01	change||change.v.01@@@611	leaf
hand-pick||hand-pick.v.01	change||change.v.01@@@611	leaf
book||book.v.01	contend||contend.v.01@@@3701	leaf
censor||censor.v.02	contend||contend.v.01@@@3701	leaf
believe||believe.v.01	root	leaf
receive||receive.v.06	change||change.v.01@@@611	leaf
doubt||doubt.v.01	change||change.v.01@@@611	leaf
assay||assay.v.01	change||change.v.02@@@547	leaf
project||project.v.08	change||change.v.02@@@547	leaf
decouple||decouple.v.02	intrude||intrude.v.03@@@10823	leaf
pin_down||pin_down.v.01	root	leaf
presuppose||presuppose.v.02	contend||contend.v.01@@@3701	leaf
explode||explode.v.03	change||change.v.01@@@611	leaf
ferret_out||ferret_out.v.01	intrude||intrude.v.03@@@10823	leaf
budget_for||budget_for.v.01	change||change.v.01@@@611	leaf
flabbergast||flabbergast.v.01	sound||sound.v.03@@@10649	leaf
personify||personify.v.03	deduce||deduce.v.02@@@4548	leaf
impress||impress.v.03	shape||shape.v.02@@@8252	leaf
draw||draw.v.04	change||change.v.01@@@611	leaf
refocus||refocus.v.02	change||change.v.02@@@547	leaf
synchronize||synchronize.v.04	root	leaf
drink_in||drink_in.v.01	intrude||intrude.v.03@@@10823	leaf
keep_note||keep_note.v.01	contend||contend.v.01@@@3701	leaf
grab||grab.v.06	contend||contend.v.01@@@3701	leaf
call||call.v.25	contend||contend.v.01@@@3701	leaf
think||think.v.09	intrude||intrude.v.03@@@10823	leaf
communicate||communicate.v.02	contend||contend.v.01@@@3701	leaf
diphthongize||diphthongize.v.01	contend||contend.v.01@@@3701	leaf
vocalize||vocalize.v.05	change||change.v.01@@@611	leaf
apostatize||apostatize.v.01	root	leaf
intercede||intercede.v.01	change||change.v.02@@@547	leaf
renegociate||renegociate.v.02	change||change.v.02@@@547	leaf
agree||agree.v.02	contend||contend.v.01@@@3701	leaf
hustle||hustle.v.05	contend||contend.v.01@@@3701	leaf
soft-soap||soft-soap.v.02	contend||contend.v.01@@@3701	leaf
encourage||encourage.v.03	change||change.v.01@@@611	leaf
entice||entice.v.01	change||change.v.02@@@547	leaf
drag||drag.v.10	change||change.v.01@@@611	leaf
question||question.v.03	change||change.v.02@@@547	leaf
interpellate||interpellate.v.01	change||change.v.01@@@611	leaf
spoonfeed||spoonfeed.v.02	represent||represent.v.01@@@13374	leaf
settle||settle.v.12	change||change.v.02@@@547	leaf
interview||interview.v.03	contend||contend.v.01@@@3701	leaf
deny||deny.v.07	change||change.v.02@@@547	leaf
confess||confess.v.03	contend||contend.v.01@@@3701	leaf
disavow||disavow.v.01	proclaim||proclaim.v.01@@@4703	leaf
attest||attest.v.02	change||change.v.02@@@547	leaf
fib||fib.v.01	change||change.v.01@@@611	leaf
blame||blame.v.02	root	leaf
joke||joke.v.01	change||change.v.01@@@611	leaf
gag||gag.v.04	change||change.v.01@@@611	leaf
cheer||cheer.v.05	change||change.v.01@@@611	leaf
lighten||lighten.v.03	root	leaf
ensky||ensky.v.01	contend||contend.v.01@@@3701	leaf
acclaim||acclaim.v.01	sound||sound.v.01@@@10648	leaf
rip||rip.v.04	contend||contend.v.01@@@3701	leaf
curse||curse.v.02	change||change.v.01@@@611	leaf
impeach||impeach.v.01	contend||contend.v.01@@@3701	leaf
bode||bode.v.01	root	leaf
reacquaint||reacquaint.v.01	change||change.v.01@@@611	leaf
recommend||recommend.v.01	change||change.v.01@@@611	leaf
research||research.v.01	change||change.v.02@@@547	leaf
submit||submit.v.06	contend||contend.v.01@@@3701	leaf
return||return.v.16	contend||contend.v.01@@@3701	leaf
compliment||compliment.v.01	change||change.v.01@@@611	leaf
remember||remember.v.05	change||change.v.01@@@611	leaf
pledge||pledge.v.01	change||change.v.01@@@611	leaf
swear||swear.v.03	contend||contend.v.01@@@3701	leaf
reinsure||reinsure.v.03	intrude||intrude.v.03@@@10823	leaf
thank||thank.v.01	utter||utter.v.02@@@4727	leaf
apologize||apologize.v.02	dance||dance.v.02@@@8512	leaf
ask||ask.v.05	contend||contend.v.01@@@3701	leaf
prologize||prologize.v.01	contend||contend.v.01@@@3701	leaf
shriek||shriek.v.01	root	leaf
say||say.v.11	change||change.v.01@@@611	leaf
show||show.v.10	contend||contend.v.01@@@3701	leaf
say||say.v.07	intrude||intrude.v.03@@@10823	leaf
flash||flash.v.04	root	leaf
rip_out||rip_out.v.01	root	leaf
euphemize||euphemize.v.01	change||change.v.01@@@611	leaf
betray||betray.v.01	interact||interact.v.01@@@11865	leaf
spill_the_beans||spill_the_beans.v.01	change||change.v.02@@@547	leaf
spell||spell.v.01	change||change.v.02@@@547	leaf
vent||vent.v.01	contend||contend.v.01@@@3701	leaf
aspirate||aspirate.v.02	change||change.v.01@@@611	leaf
lexicalize||lexicalize.v.01	change||change.v.02@@@547	leaf
talk||talk.v.01	intrude||intrude.v.03@@@10823	leaf
broach||broach.v.01	contend||contend.v.01@@@3701	leaf
clock_in||clock_in.v.01	utter||utter.v.02@@@4727	leaf
bandy_about||bandy_about.v.01	act||act.v.01@@@11825	leaf
popularize||popularize.v.01	change||change.v.01@@@611	leaf
air||air.v.03	contend||contend.v.01@@@3701	leaf
announce||announce.v.04	change||change.v.01@@@611	leaf
blare_out||blare_out.v.01	change||change.v.01@@@611	leaf
dramatize||dramatize.v.02	remove||remove.v.01@@@799	leaf
portray||portray.v.01	change||change.v.01@@@611	leaf
enlighten||enlighten.v.01	change||change.v.01@@@611	leaf
disabuse||disabuse.v.01	contend||contend.v.01@@@3701	leaf
romanize||romanize.v.01	change||change.v.01@@@611	leaf
revise||revise.v.01	root	leaf
amend||amend.v.01	change||change.v.01@@@611	leaf
initial||initial.v.01	change||change.v.01@@@611	leaf
document||document.v.01	change||change.v.01@@@611	leaf
underline||underline.v.02	change||change.v.01@@@611	leaf
handwrite||handwrite.v.01	change||change.v.02@@@547	leaf
jot_down||jot_down.v.01	contend||contend.v.01@@@3701	leaf
point_up||point_up.v.01	change||change.v.01@@@611	leaf
predicate||predicate.v.01	change||change.v.01@@@611	leaf
note||note.v.01	change||change.v.01@@@611	leaf
name||name.v.02	fly||fly.v.03@@@9649	kite||kite.v.03@@@9656
dub||dub.v.01	contend||contend.v.01@@@3701	leaf
excommunicate||excommunicate.v.01	contend||contend.v.01@@@3701	leaf
theologize||theologize.v.01	root	leaf
queer||queer.v.02	change||change.v.01@@@611	leaf
compromise||compromise.v.03	change||change.v.02@@@547	leaf
semaphore||semaphore.v.01	change||change.v.01@@@611	leaf
heliograph||heliograph.v.01	contend||contend.v.01@@@3701	leaf
spit||spit.v.02	root	leaf
place||place.v.16	intrude||intrude.v.03@@@10823	leaf
declaim||declaim.v.01	change||change.v.01@@@611	leaf
assibilate||assibilate.v.01	contend||contend.v.01@@@3701	leaf
roll||roll.v.15	intrude||intrude.v.03@@@10823	leaf
catcall||catcall.v.01	contend||contend.v.01@@@3701	leaf
carry||carry.v.17	contend||contend.v.01@@@3701	leaf
ask||ask.v.07	intrude||intrude.v.03@@@10823	leaf
take_the_bull_by_the_horns||take_the_bull_by_the_horns.v.01	contend||contend.v.01@@@3701	leaf
bear_down||bear_down.v.04	change||change.v.02@@@547	leaf
fistfight||fistfight.v.01	treat||treat.v.01@@@12505	leaf
drop_out||drop_out.v.01	contend||contend.v.01@@@3701	leaf
place||place.v.15	change||change.v.01@@@611	leaf
brigade||brigade.v.01	intrude||intrude.v.03@@@10823	leaf
fight||fight.v.02	change||change.v.01@@@611	leaf
discharge||discharge.v.10	shape||shape.v.02@@@8252	leaf
lose||lose.v.02	change||change.v.01@@@611	leaf
take||take.v.41	change||change.v.01@@@611	leaf
outsail||outsail.v.01	root	leaf
outsell||outsell.v.02	root	leaf
outweigh||outweigh.v.01	root	leaf
outfox||outfox.v.01	change||change.v.01@@@611	leaf
overcome||overcome.v.02	change||change.v.01@@@611	leaf
outmarch||outmarch.v.01	root	leaf
eagle||eagle.v.02	change||change.v.01@@@611	leaf
keep_up||keep_up.v.01	contend||contend.v.01@@@3701	leaf
keep_step||keep_step.v.01	shape||shape.v.02@@@8252	leaf
subject||subject.v.02	change||change.v.02@@@547	leaf
reassail||reassail.v.01	surround||surround.v.01@@@7278	leaf
outrival||outrival.v.01	change||change.v.01@@@611	leaf
protect||protect.v.01	intrude||intrude.v.03@@@10823	leaf
glide-bomb||glide-bomb.v.01	stop||stop.v.01@@@9228	leaf
hawk||hawk.v.02	change||change.v.01@@@611	leaf
fowl||fowl.v.01	change||change.v.01@@@611	leaf
golf||golf.v.01	change||change.v.01@@@611	leaf
deploy||deploy.v.01	sound||sound.v.03@@@10649	leaf
target||target.v.01	change||change.v.02@@@547	leaf
charge||charge.v.17	contend||contend.v.01@@@3701	leaf
point||point.v.10	contend||contend.v.01@@@3701	leaf
fort||fort.v.03	contend||contend.v.01@@@3701	leaf
waste||waste.v.02	change||change.v.01@@@611	leaf
avail||avail.v.01	contend||contend.v.01@@@3701	leaf
break_bread||break_bread.v.01	change||change.v.01@@@611	leaf
partake||partake.v.03	change||change.v.01@@@611	leaf
ruminate||ruminate.v.01	intrude||intrude.v.03@@@10823	leaf
drain_the_cup||drain_the_cup.v.01	sound||sound.v.06@@@10871	fiddle||fiddle.v.03@@@8628
raven||raven.v.04	change||change.v.01@@@611	leaf
feed||feed.v.02	intrude||intrude.v.03@@@10823	leaf
spoonfeed||spoonfeed.v.01	contend||contend.v.01@@@3701	leaf
feed||feed.v.10	change||change.v.01@@@611	leaf
answer||answer.v.09	intrude||intrude.v.03@@@10823	leaf
feast||feast.v.02	change||change.v.01@@@611	leaf
delight||delight.v.02	change||change.v.01@@@611	leaf
avail||avail.v.03	root	leaf
fatten||fatten.v.01	root	leaf
degust||degust.v.01	contend||contend.v.01@@@3701	leaf
raven||raven.v.02	intrude||intrude.v.03@@@10823	leaf
touch||touch.v.05	contend||contend.v.01@@@3701	leaf
touch||touch.v.01	contend||contend.v.01@@@3701	leaf
strew||strew.v.02	utter||utter.v.02@@@4727	leaf
paw||paw.v.02	change||change.v.02@@@547	leaf
grasp||grasp.v.01	change||change.v.01@@@611	leaf
bracket||bracket.v.01	change||change.v.02@@@547	leaf
bolster||bolster.v.02	change||change.v.01@@@611	leaf
mold||mold.v.05	hit||hit.v.01@@@6974	leaf
twist||twist.v.03	act||act.v.01@@@11825	leaf
operate||operate.v.03	change||change.v.02@@@547	leaf
probe||probe.v.02	contend||contend.v.01@@@3701	leaf
bayonet||bayonet.v.01	root	leaf
butt||butt.v.02	contend||contend.v.01@@@3701	leaf
goad||goad.v.02	contend||contend.v.01@@@3701	leaf
slam||slam.v.02	contend||contend.v.01@@@3701	leaf
lam_into||lam_into.v.01	root	leaf
dredge||dredge.v.03	contend||contend.v.01@@@3701	leaf
bream||bream.v.01	contend||contend.v.01@@@3701	leaf
step||step.v.08	intrude||intrude.v.03@@@10823	leaf
chop||chop.v.01	intrude||intrude.v.03@@@10823	leaf
skim||skim.v.06	root	leaf
skim||skim.v.05	root	leaf
face||face.v.08	contend||contend.v.01@@@3701	leaf
buckle||buckle.v.02	change||change.v.01@@@611	leaf
rabbet||rabbet.v.02	root	leaf
rout||rout.v.03	contend||contend.v.01@@@3701	leaf
scoop_out||scoop_out.v.01	contend||contend.v.01@@@3701	leaf
rig||rig.v.03	change||change.v.01@@@611	leaf
loop||loop.v.05	contend||contend.v.01@@@3701	leaf
unchain||unchain.v.02	root	leaf
attach||attach.v.02	perform||perform.v.01@@@8531	leaf
mismate||mismate.v.01	contend||contend.v.01@@@3701	leaf
prefix||prefix.v.01	contend||contend.v.01@@@3701	leaf
roach||roach.v.01	intrude||intrude.v.03@@@10823	leaf
curb||curb.v.03	change||change.v.01@@@611	leaf
frap||frap.v.01	change||change.v.02@@@547	leaf
batten||batten.v.02	contend||contend.v.01@@@3701	leaf
aggrade||aggrade.v.01	contend||contend.v.01@@@3701	leaf
excavate||excavate.v.02	change_by_reversal||change_by_reversal.v.01@@@635	leaf
seek_out||seek_out.v.01	contend||contend.v.01@@@3701	leaf
raid||raid.v.04	contend||contend.v.01@@@3701	leaf
mow||mow.v.01	contend||contend.v.01@@@3701	leaf
slash||slash.v.03	contend||contend.v.01@@@3701	leaf
butcher||butcher.v.01	remove||remove.v.01@@@799	leaf
dispatch||dispatch.v.05	root	leaf
tomahawk||tomahawk.v.02	contend||contend.v.01@@@3701	leaf
destroy||destroy.v.04	contend||contend.v.01@@@3701	leaf
saber||saber.v.02	contend||contend.v.01@@@3701	leaf
overlie||overlie.v.02	contend||contend.v.01@@@3701	leaf
tape||tape.v.01	contend||contend.v.01@@@3701	leaf
epoxy||epoxy.v.01	contend||contend.v.01@@@3701	leaf
parcel||parcel.v.02	contend||contend.v.01@@@3701	leaf
blindfold||blindfold.v.01	change||change.v.02@@@547	leaf
crank||crank.v.04	contend||contend.v.01@@@3701	leaf
stay||stay.v.10	change||change.v.01@@@611	leaf
reopen||reopen.v.01	converse||converse.v.01@@@4642	leaf
grab||grab.v.05	root	leaf
contort||contort.v.01	contend||contend.v.01@@@3701	leaf
wring||wring.v.04	change||change.v.01@@@611	leaf
tie||tie.v.09	change||change.v.01@@@611	leaf
string||string.v.01	contend||contend.v.01@@@3701	leaf
roughcast||roughcast.v.02	root	leaf
plaster||plaster.v.04	contend||contend.v.01@@@3701	leaf
unhook||unhook.v.01	contend||contend.v.01@@@3701	leaf
plant||plant.v.05	change||change.v.01@@@611	leaf
kick||kick.v.01	contend||contend.v.01@@@3701	leaf
atomize||atomize.v.01	contend||contend.v.01@@@3701	leaf
corral||corral.v.03	change||change.v.01@@@611	leaf
frog||frog.v.01	change||change.v.01@@@611	leaf
nest||nest.v.04	change||change.v.01@@@611	leaf
beat_up||beat_up.v.02	change||change.v.02@@@547	leaf
lump||lump.v.01	change||change.v.01@@@611	leaf
sandpaper||sandpaper.v.01	contend||contend.v.01@@@3701	leaf
ruffle||ruffle.v.08	contend||contend.v.01@@@3701	leaf
mill||mill.v.04	change||change.v.01@@@611	leaf
grate||grate.v.04	contend||contend.v.01@@@3701	leaf
putt||putt.v.02	intrude||intrude.v.03@@@10823	leaf
bounce||bounce.v.02	change||change.v.02@@@547	leaf
backhand||backhand.v.01	sound||sound.v.03@@@10649	leaf
foul_out||foul_out.v.01	contend||contend.v.01@@@3701	leaf
cuff||cuff.v.01	contend||contend.v.01@@@3701	leaf
spar||spar.v.03	change||change.v.01@@@611	leaf
shadowbox||shadowbox.v.01	contend||contend.v.01@@@3701	leaf
unplug||unplug.v.01	root	leaf
close||close.v.15	be||be.v.01@@@12935	place||place.v.06@@@3246
club||club.v.03	change||change.v.01@@@611	leaf
cudgel||cudgel.v.01	contend||contend.v.01@@@3701	leaf
snog||snog.v.01	contend||contend.v.01@@@3701	leaf
